species sample cov covnozeroes
Dorea_longicatena_61473 XIB-259 9 12
Dorea_longicatena_61473 XUB-029 9 10
Dorea_longicatena_61473 XUB-064 9 11
Dorea_longicatena_61473 XUB-130 9 10
Dorea_longicatena_61473 XVA-001 9 10
Dorea_longicatena_61473 ZAA-066 9 13
Dorea_longicatena_61473 XCA-029 10 12
Dorea_longicatena_61473 XGA-036 10 12
Dorea_longicatena_61473 XHC-001 10 14
Dorea_longicatena_61473 XJA-001 10 14
Dorea_longicatena_61473 XDA-001 11 13
Dorea_longicatena_61473 XFB-242 11 15
Dorea_longicatena_61473 XIA-035 11 15
Dorea_longicatena_61473 XKB-467 11 16
Dorea_longicatena_61473 XIA-036 12 16
Dorea_longicatena_61473 XQB-001 12 17
Dorea_longicatena_61473 XTA-064 12 14
Dorea_longicatena_61473 XCA-001 13 15
Dorea_longicatena_61473 XDA-268 13 14
Dorea_longicatena_61473 XGA-064 13 16
Dorea_longicatena_61473 XIB-199 13 16
Dorea_longicatena_61473 XIA-057 14 18
Dorea_longicatena_61473 XCA-036 15 18
Dorea_longicatena_61473 XKB-580 15 20
Dorea_longicatena_61473 XHB-262 18 23
Dorea_longicatena_61473 ZDA-260 18 26
Dorea_longicatena_61473 XGC-064 20 23
Dorea_longicatena_61473 XDB-330 22 25
Dorea_longicatena_61473 XKB-362 26 33
Dorea_longicatena_61473 XIA-034 30 36
Eggerthella_lenta_56463 XAC-029 4 5
Eggerthella_lenta_56463 XBA-597 4 5
Eggerthella_lenta_56463 XKA-025 4 5
Eggerthella_lenta_56463 XKA-029 4 5
Eggerthella_lenta_56463 XKB-362 4 4
Eggerthella_lenta_56463 XKB-467 4 5
Eggerthella_lenta_56463 XBA-330 5 6
Eggerthella_lenta_56463 XBA-351 5 5
Eggerthella_lenta_56463 XKB-064 5 5
Eggerthella_lenta_56463 XPA-002 5 5
Eggerthella_lenta_56463 XBA-240 6 7
Eggerthella_lenta_56463 XBB-303 6 6
Eggerthella_lenta_56463 XBA-272 7 8
Eggerthella_lenta_56463 XKB-204 7 7
Eggerthella_lenta_56463 XPA-072 7 7
Eggerthella_lenta_56463 XPA-151 7 8
Eggerthella_lenta_56463 YBB-260 7 7
Eggerthella_lenta_56463 XBA-557 8 8
Eggerthella_lenta_56463 XKA-580 8 8
Eggerthella_lenta_56463 XKA-050 9 10
Eggerthella_lenta_56463 XBA-303 13 14
Eggerthella_lenta_56463 XKA-026 18 19
Enterobacter_aerogenes_55704 XBB-001 4 4
Enterobacter_aerogenes_55704 XBB-456 4 5
Enterobacter_aerogenes_55704 XBB-351 5 5
Enterobacter_aerogenes_55704 XBB-274 7 7
Enterobacter_aerogenes_55704 XBB-106 8 8
Enterobacter_aerogenes_55704 XBB-204 56 56
Enterobacter_cloacae_57303 XBA-240 6 6
Enterobacter_cloacae_57303 ZEC-001 6 6
Enterobacter_cloacae_57303 XBA-303 11 11
Erysipelotrichaceae_bacterium_55770 XBA-272 5 5
Erysipelotrichaceae_bacterium_55770 XBA-303 5 5
Erysipelotrichaceae_bacterium_55770 XBA-330 5 5
Erysipelotrichaceae_bacterium_55770 XBA-380 6 6
Erysipelotrichaceae_bacterium_55770 XBA-388 8 8
Erysipelotrichaceae_bacterium_55770 XBA-134 10 10
Erysipelotrichaceae_bacterium_55770 XBA-240 10 10
Erysipelotrichaceae_bacterium_55770 XBA-106 12 12
Erysipelotrichaceae_bacterium_55770 XBA-171 16 16
Erysipelotrichaceae_bacterium_56596 XBA-240 4 5
Erysipelotrichaceae_bacterium_56596 XBA-272 6 6
Erysipelotrichaceae_bacterium_56596 XSA-036 6 6
Erysipelotrichaceae_bacterium_56596 XAA-064 7 8
Erysipelotrichaceae_bacterium_56596 XKA-031 7 8
Erysipelotrichaceae_bacterium_56596 XAA-454 8 8
Erysipelotrichaceae_bacterium_56596 XBA-351 8 9
Erysipelotrichaceae_bacterium_56596 XKA-034 14 15
Erysipelotrichaceae_bacterium_56596 XKA-033 156 162
Erysipelotrichaceae_bacterium_56596 XKA-032 264 272
Escherichia_coli_58110 XMA-030 0 7
Escherichia_coli_58110 ZAA-415 0 8
Escherichia_coli_58110 XKA-025 1 6
Escherichia_coli_58110 ZAA-706 1 15
Escherichia_coli_58110 ZAA-817 1 24
Escherichia_coli_58110 XAA-454 2 10
Escherichia_coli_58110 XAA-652 2 16
Escherichia_coli_58110 XKA-029 2 18
Escherichia_coli_58110 XKA-057 2 5
Escherichia_coli_58110 ZAA-504 2 20
Escherichia_coli_58110 ZEC-001 2 21
Escherichia_coli_58110 XAD-063 3 15
Escherichia_coli_58110 XKA-694 3 8
Escherichia_coli_58110 XMA-064 3 26
Escherichia_coli_58110 ZAA-066 3 26
Escherichia_coli_58110 ZAA-263 3 39
Escherichia_coli_58110 ZAA-600 3 30
Escherichia_coli_58110 XAA-281 4 7
Escherichia_coli_58110 XAD-003 4 17
Escherichia_coli_58110 XBA-171 4 5
Escherichia_coli_58110 XKA-037 4 7
Escherichia_coli_58110 XLB-294 4 5
Escherichia_coli_58110 XQA-038 4 5
Escherichia_coli_58110 YCB-001 4 6
Escherichia_coli_58110 ZAA-326 4 41
Escherichia_coli_58110 ZDB-001 4 5
Escherichia_coli_58110 XAD-029 5 22
Escherichia_coli_58110 XKA-022 5 8
Escherichia_coli_58110 XKA-064 5 9
Escherichia_coli_58110 XSA-033 5 7
Escherichia_coli_58110 XGC-037 6 7
Escherichia_coli_58110 XHC-027 6 7
Escherichia_coli_58110 XKB-362 6 10
Escherichia_coli_58110 XSA-032 6 8
Escherichia_coli_58110 XSA-034 6 7
Escherichia_coli_58110 XSB-001 6 6
Escherichia_coli_58110 XUB-064 6 20
Escherichia_coli_58110 XVA-027 6 7
Escherichia_coli_58110 XOB-028 7 7
Escherichia_coli_58110 XVA-009 7 7
Escherichia_coli_58110 ZAA-002 7 12
Escherichia_coli_58110 XSA-031 8 10
Escherichia_coli_58110 XVA-398 8 8
Escherichia_coli_58110 YFC-064 8 9
Escherichia_coli_58110 XBB-036 9 10
Escherichia_coli_58110 XKA-040 9 15
Escherichia_coli_58110 XQA-036 9 10
Escherichia_coli_58110 XEA-057 10 11
Escherichia_coli_58110 XAA-225 11 14
Escherichia_coli_58110 XKA-001 11 12
Escherichia_coli_58110 XHC-029 12 12
Escherichia_coli_58110 XSB-029 15 16
Escherichia_coli_58110 YCA-064 15 17
Escherichia_coli_58110 XQB-133 17 18
Escherichia_coli_58110 XSA-036 18 20
Escherichia_coli_58110 XSB-036 21 22
Escherichia_coli_58110 XDA-268 26 32
Escherichia_coli_58110 XPB-139 34 109
Escherichia_coli_58110 XKA-036 36 52
Escherichia_coli_58110 XHA-029 39 39
Escherichia_coli_58110 XSA-015 40 41
Escherichia_coli_58110 XCA-024 43 49
Escherichia_coli_58110 XKB-204 63 86
Eubacterium_biforme_61684 XDA-023 1 5
Eubacterium_biforme_61684 XDA-024 1 4
Eubacterium_biforme_61684 XDA-027 1 5
Eubacterium_biforme_61684 XDA-008 2 8
Eubacterium_biforme_61684 XDA-022 2 6
Eubacterium_biforme_61684 XDA-025 2 6
Eubacterium_biforme_61684 XDA-026 2 7
Eubacterium_biforme_61684 XDA-028 2 6
Eubacterium_biforme_61684 XDA-030 2 6
Eubacterium_biforme_61684 XTA-016 2 9
Eubacterium_biforme_61684 XTA-026 2 9
Eubacterium_biforme_61684 XTA-029 2 13
Eubacterium_biforme_61684 XDA-029 3 11
Eubacterium_biforme_61684 XTA-001 3 15
Eubacterium_biforme_61684 ZAA-600 3 4
Eubacterium_biforme_61684 ZAA-706 3 4
Eubacterium_biforme_61684 XDA-001 7 22
Eubacterium_biforme_61684 ZAA-817 7 8
Eubacterium_biforme_61684 XHB-001 9 10
Eubacterium_biforme_61684 ZAA-415 9 10
Eubacterium_biforme_61684 ZAA-504 10 11
Eubacterium_biforme_61684 XHB-029 11 12
Eubacterium_biforme_61684 XTA-064 11 13
Eubacterium_biforme_61684 ZAA-263 16 17
Eubacterium_biforme_61684 ZAA-002 20 22
Eubacterium_biforme_61684 ZAA-326 27 28
Eubacterium_biforme_61684 ZAA-066 47 49
Eubacterium_eligens_61678 XGC-252 1 3
Eubacterium_eligens_61678 YBA-004 1 3
Eubacterium_eligens_61678 ZDA-260 1 2
Eubacterium_eligens_61678 XBB-641 2 5
Eubacterium_eligens_61678 XBB-679 2 4
Eubacterium_eligens_61678 XBB-725 2 4
Eubacterium_eligens_61678 XBB-754 2 4
Eubacterium_eligens_61678 XCB-258 2 4
Eubacterium_eligens_61678 XBB-136 3 6
Eubacterium_eligens_61678 XCA-036 3 5
Eubacterium_eligens_61678 XDA-023 3 5
Eubacterium_eligens_61678 XFA-024 3 4
Eubacterium_eligens_61678 XGA-050 3 4
Eubacterium_eligens_61678 XGA-364 3 5
Eubacterium_eligens_61678 XGC-037 3 6
Eubacterium_eligens_61678 XHA-410 3 5
Eubacterium_eligens_61678 XIA-008 3 4
Eubacterium_eligens_61678 XIB-002 3 5
Eubacterium_eligens_61678 XIC-026 3 5
Eubacterium_eligens_61678 XLA-008 3 4
Eubacterium_eligens_61678 XMA-015 3 5
Eubacterium_eligens_61678 XMA-025 3 4
Eubacterium_eligens_61678 XOA-026 3 5
Eubacterium_eligens_61678 XOA-031 3 5
Eubacterium_eligens_61678 XOA-039 3 5
Eubacterium_eligens_61678 XOB-498 3 5
Eubacterium_eligens_61678 XQA-455 3 4
Eubacterium_eligens_61678 XUA-057 3 4
Eubacterium_eligens_61678 XUB-130 3 4
Eubacterium_eligens_61678 XUB-221 3 5
Eubacterium_eligens_61678 XVA-029 3 4
Eubacterium_eligens_61678 ZAC-709 3 5
Eubacterium_eligens_61678 XBA-030 4 6
Eubacterium_eligens_61678 XBB-569 4 7
Eubacterium_eligens_61678 XCA-039 4 6
Eubacterium_eligens_61678 XDA-022 4 6
Eubacterium_eligens_61678 XDA-031 4 5
Eubacterium_eligens_61678 XFA-023 4 5
Eubacterium_eligens_61678 XHC-024 4 6
Eubacterium_eligens_61678 XIA-023 4 6
Eubacterium_eligens_61678 XIC-029 4 6
Eubacterium_eligens_61678 XLA-028 4 6
Eubacterium_eligens_61678 XLA-031 4 6
Eubacterium_eligens_61678 XNA-022 4 6
Eubacterium_eligens_61678 XNA-026 4 5
Eubacterium_eligens_61678 XOB-028 4 6
Eubacterium_eligens_61678 XPA-023 4 5
Eubacterium_eligens_61678 XPA-036 4 6
Eubacterium_eligens_61678 XQA-027 4 6
Eubacterium_eligens_61678 XQA-050 4 6
Eubacterium_eligens_61678 XQA-532 4 6
Eubacterium_eligens_61678 XTA-016 4 6
Eubacterium_eligens_61678 XTB-038 4 6
Eubacterium_eligens_61678 XUA-037 4 5
Eubacterium_eligens_61678 XUA-623 4 6
Eubacterium_eligens_61678 XUB-029 4 5
Eubacterium_eligens_61678 XUB-064 4 6
Eubacterium_eligens_61678 XVA-022 4 6
Eubacterium_eligens_61678 XVA-398 4 5
Eubacterium_eligens_61678 YDB-006 4 7
Eubacterium_eligens_61678 XAA-590 5 7
Eubacterium_eligens_61678 XBB-701 5 9
Eubacterium_eligens_61678 XCA-008 5 7
Eubacterium_eligens_61678 XCA-026 5 7
Eubacterium_eligens_61678 XDB-591 5 7
Eubacterium_eligens_61678 XEA-030 5 7
Eubacterium_eligens_61678 XFA-025 5 6
Eubacterium_eligens_61678 XGA-015 5 7
Eubacterium_eligens_61678 XGA-024 5 7
Eubacterium_eligens_61678 XHA-036 5 8
Eubacterium_eligens_61678 XHA-064 5 8
Eubacterium_eligens_61678 XIA-028 5 7
Eubacterium_eligens_61678 XIB-064 5 6
Eubacterium_eligens_61678 XIC-024 5 6
Eubacterium_eligens_61678 XIC-025 5 6
Eubacterium_eligens_61678 XJB-029 5 7
Eubacterium_eligens_61678 XJB-064 5 7
Eubacterium_eligens_61678 XNA-024 5 7
Eubacterium_eligens_61678 XQA-057 5 7
Eubacterium_eligens_61678 XVA-023 5 7
Eubacterium_eligens_61678 XVA-024 5 7
Eubacterium_eligens_61678 XVA-038 5 6
Eubacterium_eligens_61678 YBB-050 5 10
Eubacterium_eligens_61678 YBC-260 5 6
Eubacterium_eligens_61678 ZAB-504 5 7
Eubacterium_eligens_61678 XBB-656 6 10
Eubacterium_eligens_61678 XCA-029 6 9
Eubacterium_eligens_61678 XFA-027 6 8
Eubacterium_eligens_61678 XGC-428 6 8
Eubacterium_eligens_61678 XHC-044 6 8
Eubacterium_eligens_61678 XLA-023 6 8
Eubacterium_eligens_61678 XPA-019 6 9
Eubacterium_eligens_61678 XQA-015 6 8
Eubacterium_eligens_61678 XQA-024 6 8
Eubacterium_eligens_61678 XQA-025 6 8
Eubacterium_eligens_61678 XTA-008 6 8
Eubacterium_eligens_61678 XUA-030 6 7
Eubacterium_eligens_61678 XUA-318 6 9
Eubacterium_eligens_61678 XVA-039 6 9
Eubacterium_eligens_61678 ZCB-408 6 10
Eubacterium_eligens_61678 ZEC-001 6 12
Eubacterium_eligens_61678 XBA-015 7 10
Eubacterium_eligens_61678 XBB-737 7 12
Eubacterium_eligens_61678 XCA-057 7 9
Eubacterium_eligens_61678 XIA-002 7 9
Eubacterium_eligens_61678 XIA-022 7 9
Eubacterium_eligens_61678 XIA-027 7 8
Eubacterium_eligens_61678 XJA-039 7 8
Eubacterium_eligens_61678 XLA-025 7 9
Eubacterium_eligens_61678 XLA-026 7 9
Eubacterium_eligens_61678 XMA-029 7 9
Eubacterium_eligens_61678 XMB-064 7 10
Eubacterium_eligens_61678 XNA-008 7 10
Eubacterium_eligens_61678 XSA-001 7 9
Eubacterium_eligens_61678 XVA-309 7 9
Eubacterium_eligens_61678 XBB-582 8 14
Eubacterium_eligens_61678 XBB-779 8 13
Eubacterium_eligens_61678 XDB-458 8 11
Eubacterium_eligens_61678 XEA-028 8 10
Eubacterium_eligens_61678 XFA-008 8 10
Eubacterium_eligens_61678 XFA-030 8 10
Eubacterium_eligens_61678 XGC-364 8 10
Eubacterium_eligens_61678 XJA-030 8 8
Eubacterium_eligens_61678 XNA-025 8 10
Eubacterium_eligens_61678 XNA-027 8 10
Eubacterium_eligens_61678 XNA-028 8 11
Eubacterium_eligens_61678 XTA-028 8 10
Eubacterium_eligens_61678 XTA-031 8 9
Eubacterium_eligens_61678 XUA-038 8 10
Eubacterium_eligens_61678 YEA-004 8 15
Eubacterium_eligens_61678 YEB-002 8 11
Eubacterium_eligens_61678 XBA-028 9 11
Eubacterium_eligens_61678 XBB-106 9 15
Eubacterium_eligens_61678 XBB-588 9 14
Eubacterium_eligens_61678 XCA-040 9 11
Eubacterium_eligens_61678 XDA-008 9 11
Eubacterium_eligens_61678 XGA-036 9 12
Eubacterium_eligens_61678 XGA-044 9 11
Eubacterium_eligens_61678 XHB-505 9 13
Eubacterium_eligens_61678 XIA-259 9 11
Eubacterium_eligens_61678 XIA-277 9 11
Eubacterium_eligens_61678 XOA-027 9 12
Eubacterium_eligens_61678 XQA-009 9 11
Eubacterium_eligens_61678 XUA-022 9 11
Eubacterium_eligens_61678 XUA-507 9 11
Eubacterium_eligens_61678 ZDA-598 9 11
Eubacterium_eligens_61678 XBB-170 10 16
Eubacterium_eligens_61678 XCB-804 10 13
Eubacterium_eligens_61678 XGA-057 10 12
Eubacterium_eligens_61678 XHC-022 10 13
Eubacterium_eligens_61678 XIA-015 10 12
Eubacterium_eligens_61678 XIA-040 10 12
Eubacterium_eligens_61678 XNA-043 10 16
Eubacterium_eligens_61678 XQA-028 10 13
Eubacterium_eligens_61678 XQA-648 10 13
Eubacterium_eligens_61678 XRB-029 10 12
Eubacterium_eligens_61678 XTB-001 10 12
Eubacterium_eligens_61678 XUA-008 10 12
Eubacterium_eligens_61678 XVB-310 10 12
Eubacterium_eligens_61678 ZDB-411 10 12
Eubacterium_eligens_61678 ZDB-596 10 12
Eubacterium_eligens_61678 XBB-597 11 17
Eubacterium_eligens_61678 XDB-001 11 14
Eubacterium_eligens_61678 XDB-064 11 15
Eubacterium_eligens_61678 XEA-024 11 13
Eubacterium_eligens_61678 XHC-008 11 15
Eubacterium_eligens_61678 XIB-029 11 13
Eubacterium_eligens_61678 XNA-023 11 13
Eubacterium_eligens_61678 XRB-347 11 13
Eubacterium_eligens_61678 XTA-022 11 13
Eubacterium_eligens_61678 XVA-043 11 13
Eubacterium_eligens_61678 YBB-029 11 17
Eubacterium_eligens_61678 ZCA-505 11 14
Eubacterium_eligens_61678 ZCA-597 11 13
Eubacterium_eligens_61678 XAA-522 12 14
Eubacterium_eligens_61678 XBA-023 12 15
Eubacterium_eligens_61678 XBB-064 12 22
Eubacterium_eligens_61678 XBB-351 12 19
Eubacterium_eligens_61678 XCA-050 12 15
Eubacterium_eligens_61678 XDB-512 12 15
Eubacterium_eligens_61678 XEA-027 12 14
Eubacterium_eligens_61678 XFA-026 12 14
Eubacterium_eligens_61678 XGA-252 12 14
Eubacterium_eligens_61678 XHB-412 12 16
Eubacterium_eligens_61678 XIA-026 12 15
Eubacterium_eligens_61678 XPA-029 12 14
Eubacterium_eligens_61678 XTA-027 12 14
Eubacterium_eligens_61678 XVA-040 12 15
Eubacterium_eligens_61678 XVA-064 12 15
Eubacterium_eligens_61678 ZAA-415 12 14
Eubacterium_eligens_61678 ZCA-408 12 14
Eubacterium_eligens_61678 XBA-026 13 16
Eubacterium_eligens_61678 XBB-430 13 20
Eubacterium_eligens_61678 XCA-022 13 16
Eubacterium_eligens_61678 XCA-023 13 16
Eubacterium_eligens_61678 XFA-015 13 16
Eubacterium_eligens_61678 XGC-064 13 17
Eubacterium_eligens_61678 XNA-050 13 20
Eubacterium_eligens_61678 XRB-305 13 15
Eubacterium_eligens_61678 XUA-050 13 15
Eubacterium_eligens_61678 XUA-221 13 16
Eubacterium_eligens_61678 XUA-397 13 16
Eubacterium_eligens_61678 XVA-015 13 16
Eubacterium_eligens_61678 XVA-617 13 16
Eubacterium_eligens_61678 ZAA-600 13 16
Eubacterium_eligens_61678 ZAB-600 13 15
Eubacterium_eligens_61678 XDA-030 14 16
Eubacterium_eligens_61678 XEB-389 14 17
Eubacterium_eligens_61678 XHC-023 14 18
Eubacterium_eligens_61678 XIA-025 14 17
Eubacterium_eligens_61678 XOA-028 14 17
Eubacterium_eligens_61678 XOB-064 14 17
Eubacterium_eligens_61678 YEB-001 14 18
Eubacterium_eligens_61678 XAA-555 15 18
Eubacterium_eligens_61678 XBB-204 15 22
Eubacterium_eligens_61678 XCA-409 15 19
Eubacterium_eligens_61678 XDA-025 15 18
Eubacterium_eligens_61678 XHC-505 15 19
Eubacterium_eligens_61678 XIA-057 15 18
Eubacterium_eligens_61678 XJA-040 15 16
Eubacterium_eligens_61678 XRA-027 15 18
Eubacterium_eligens_61678 XTB-028 15 18
Eubacterium_eligens_61678 XUA-015 15 17
Eubacterium_eligens_61678 ZAA-002 15 19
Eubacterium_eligens_61678 ZAB-813 15 17
Eubacterium_eligens_61678 XDB-553 16 19
Eubacterium_eligens_61678 XEA-001 16 20
Eubacterium_eligens_61678 XFA-028 16 18
Eubacterium_eligens_61678 XKB-381 16 19
Eubacterium_eligens_61678 XPA-032 16 19
Eubacterium_eligens_61678 XTB-065 16 19
Eubacterium_eligens_61678 XUA-034 16 19
Eubacterium_eligens_61678 XUA-043 16 20
Eubacterium_eligens_61678 YBC-435 16 19
Eubacterium_eligens_61678 XBA-027 17 20
Eubacterium_eligens_61678 XEA-025 17 20
Eubacterium_eligens_61678 XUA-035 17 20
Eubacterium_eligens_61678 XUA-039 17 21
Eubacterium_eligens_61678 XVA-041 17 20
Eubacterium_eligens_61678 XVB-064 17 19
Eubacterium_eligens_61678 WWW-000 18 23
Eubacterium_eligens_61678 XGA-029 18 22
Eubacterium_eligens_61678 XGC-029 18 22
Eubacterium_eligens_61678 XKA-422 18 22
Eubacterium_eligens_61678 XOB-036 18 21
Eubacterium_eligens_61678 XPB-139 18 23
Eubacterium_eligens_61678 XBB-478 19 29
Eubacterium_eligens_61678 XBB-499 19 28
Eubacterium_eligens_61678 XIA-029 19 22
Eubacterium_eligens_61678 XNA-040 19 28
Eubacterium_eligens_61678 XOA-043 19 23
Eubacterium_eligens_61678 XQB-243 19 22
Eubacterium_eligens_61678 ZAC-326 19 22
Eubacterium_eligens_61678 XJA-036 20 22
Eubacterium_eligens_61678 XVA-001 20 24
Eubacterium_eligens_61678 XVB-129 20 24
Eubacterium_eligens_61678 YFC-064 20 23
Eubacterium_eligens_61678 ZEC-064 20 32
Eubacterium_eligens_61678 XBB-493 21 32
Eubacterium_eligens_61678 XDA-027 21 24
Eubacterium_eligens_61678 XHC-025 21 26
Eubacterium_eligens_61678 XHC-050 21 27
Eubacterium_eligens_61678 XOA-008 21 26
Eubacterium_eligens_61678 ZAB-411 21 25
Eubacterium_eligens_61678 ZDB-506 21 25
Eubacterium_eligens_61678 ZEA-064 21 27
Eubacterium_eligens_61678 XBB-415 22 33
Eubacterium_eligens_61678 XCB-410 22 26
Eubacterium_eligens_61678 XGA-001 22 27
Eubacterium_eligens_61678 XIA-031 22 25
Eubacterium_eligens_61678 XKB-693 22 26
Eubacterium_eligens_61678 XOA-035 22 27
Eubacterium_eligens_61678 XQA-133 22 26
Eubacterium_eligens_61678 XUA-040 22 27
Eubacterium_eligens_61678 ZCB-261 22 32
Eubacterium_eligens_61678 XCA-604 23 26
Eubacterium_eligens_61678 XCB-029 23 28
Eubacterium_eligens_61678 XDB-036 23 27
Eubacterium_eligens_61678 XOA-057 23 28
Eubacterium_eligens_61678 XTA-023 23 27
Eubacterium_eligens_61678 XVB-399 23 27
Eubacterium_eligens_61678 YBA-435 23 26
Eubacterium_eligens_61678 ZDA-413 23 26
Eubacterium_eligens_61678 XBB-456 24 35
Eubacterium_eligens_61678 XCA-064 24 29
Eubacterium_eligens_61678 XHC-057 24 29
Eubacterium_eligens_61678 XIA-024 24 27
Eubacterium_eligens_61678 XKB-332 24 28
Eubacterium_eligens_61678 XLA-022 24 28
Eubacterium_eligens_61678 XQA-022 24 28
Eubacterium_eligens_61678 YBA-260 24 34
Eubacterium_eligens_61678 XDA-029 25 30
Eubacterium_eligens_61678 XEA-016 25 28
Eubacterium_eligens_61678 XGA-064 25 30
Eubacterium_eligens_61678 XMA-001 25 30
Eubacterium_eligens_61678 XPB-008 25 30
Eubacterium_eligens_61678 ZAA-817 25 29
Eubacterium_eligens_61678 XTA-030 26 29
Eubacterium_eligens_61678 XBA-008 27 31
Eubacterium_eligens_61678 XBB-422 27 39
Eubacterium_eligens_61678 XCA-805 27 31
Eubacterium_eligens_61678 XCB-695 27 31
Eubacterium_eligens_61678 XHC-064 27 34
Eubacterium_eligens_61678 XIA-050 27 31
Eubacterium_eligens_61678 XNA-015 27 32
Eubacterium_eligens_61678 XOA-038 27 32
Eubacterium_eligens_61678 XQA-244 27 31
Eubacterium_eligens_61678 XTA-024 27 31
Eubacterium_eligens_61678 XVA-057 27 31
Eubacterium_eligens_61678 YAD-001 27 34
Eubacterium_eligens_61678 XAA-488 28 32
Eubacterium_eligens_61678 XCB-036 28 34
Eubacterium_eligens_61678 XDA-026 28 31
Eubacterium_eligens_61678 XOA-025 28 33
Eubacterium_eligens_61678 XRB-002 28 32
Eubacterium_eligens_61678 YAC-064 28 42
Eubacterium_eligens_61678 YEC-005 28 43
Eubacterium_eligens_61678 XBB-443 29 43
Eubacterium_eligens_61678 XIA-038 29 33
Eubacterium_eligens_61678 XEA-023 30 34
Eubacterium_eligens_61678 XEA-026 30 34
Eubacterium_eligens_61678 XHC-027 30 37
Eubacterium_eligens_61678 XIA-030 30 34
Eubacterium_eligens_61678 ZCB-323 30 41
Eubacterium_eligens_61678 XBA-022 31 36
Eubacterium_eligens_61678 XBB-303 31 46
Eubacterium_eligens_61678 ZAA-066 31 37
Eubacterium_eligens_61678 ZDA-065 31 37
Eubacterium_eligens_61678 ZEA-001 31 39
Eubacterium_eligens_61678 XBB-436 32 46
Eubacterium_eligens_61678 XCB-310 32 36
Eubacterium_eligens_61678 XDB-706 32 36
Eubacterium_eligens_61678 ZCA-260 32 36
Eubacterium_eligens_61678 XDB-029 33 39
Eubacterium_eligens_61678 XVB-001 33 37
Eubacterium_eligens_61678 YBA-522 33 37
Eubacterium_eligens_61678 YBB-435 33 40
Eubacterium_eligens_61678 ZCB-064 33 50
Eubacterium_eligens_61678 XBB-330 34 49
Eubacterium_eligens_61678 XBB-513 34 50
Eubacterium_eligens_61678 XKA-289 34 40
Eubacterium_eligens_61678 XKB-399 34 40
Eubacterium_eligens_61678 XLA-029 34 38
Eubacterium_eligens_61678 XRB-036 34 38
Eubacterium_eligens_61678 YBB-360 34 41
Eubacterium_eligens_61678 XCB-064 35 41
Eubacterium_eligens_61678 XEA-029 35 41
Eubacterium_eligens_61678 XHC-015 35 42
Eubacterium_eligens_61678 XHC-029 35 43
Eubacterium_eligens_61678 XIA-037 35 39
Eubacterium_eligens_61678 XNA-029 35 39
Eubacterium_eligens_61678 XOA-029 35 41
Eubacterium_eligens_61678 XOA-498 35 41
Eubacterium_eligens_61678 XRB-059 35 39
Eubacterium_eligens_61678 XBB-380 36 53
Eubacterium_eligens_61678 XCA-258 36 40
Eubacterium_eligens_61678 XOA-032 36 43
Eubacterium_eligens_61678 ZCB-001 36 54
Eubacterium_eligens_61678 XIB-277 37 41
Eubacterium_eligens_61678 XNA-039 37 53
Eubacterium_eligens_61678 ZAA-326 37 42
Eubacterium_eligens_61678 XKA-205 38 44
Eubacterium_eligens_61678 XBA-029 39 46
Eubacterium_eligens_61678 XNA-038 39 57
Eubacterium_eligens_61678 XQB-064 39 44
Eubacterium_eligens_61678 XUA-029 39 45
Eubacterium_eligens_61678 YAC-001 39 59
Eubacterium_eligens_61678 YBA-043 39 46
Eubacterium_eligens_61678 ZDA-001 39 45
Eubacterium_eligens_61678 XDB-417 40 45
Eubacterium_eligens_61678 XOA-033 40 48
Eubacterium_eligens_61678 YAB-064 40 46
Eubacterium_eligens_61678 YCB-064 40 48
Eubacterium_eligens_61678 XBA-025 41 47
Eubacterium_eligens_61678 XIA-199 41 46
Eubacterium_eligens_61678 XNA-057 41 59
Eubacterium_eligens_61678 XRA-025 41 46
Eubacterium_eligens_61678 XRB-153 41 45
Eubacterium_eligens_61678 XBB-274 42 60
Eubacterium_eligens_61678 XHA-003 42 53
Eubacterium_eligens_61678 ZAA-263 42 47
Eubacterium_eligens_61678 ZDB-064 42 49
Eubacterium_eligens_61678 XKB-287 43 49
Eubacterium_eligens_61678 ZCA-064 43 55
Eubacterium_eligens_61678 XBB-240 44 62
Eubacterium_eligens_61678 XTA-026 44 48
Eubacterium_eligens_61678 XDA-001 45 52
Eubacterium_eligens_61678 XIA-064 45 50
Eubacterium_eligens_61678 XJB-001 45 50
Eubacterium_eligens_61678 XOA-129 45 52
Eubacterium_eligens_61678 XRA-310 45 52
Eubacterium_eligens_61678 XVA-216 45 50
Eubacterium_eligens_61678 XBB-036 46 74
Eubacterium_eligens_61678 XFB-029 46 53
Eubacterium_eligens_61678 XHA-029 47 59
Eubacterium_eligens_61678 XIA-039 47 52
Eubacterium_eligens_61678 XIB-199 48 53
Eubacterium_eligens_61678 XNA-037 48 67
Eubacterium_eligens_61678 ZAB-002 48 55
Eubacterium_eligens_61678 ZAC-263 48 54
Eubacterium_eligens_61678 XDB-330 49 54
Eubacterium_eligens_61678 XRA-008 49 55
Eubacterium_eligens_61678 XBB-464 50 72
Eubacterium_eligens_61678 XFB-036 50 57
Eubacterium_eligens_61678 XMB-359 50 59
Eubacterium_eligens_61678 ZAB-064 50 57
Eubacterium_eligens_61678 XBA-024 51 58
Eubacterium_eligens_61678 XIA-045 51 57
Eubacterium_eligens_61678 XMB-264 51 60
Eubacterium_eligens_61678 XKA-332 52 59
Eubacterium_eligens_61678 ZAA-504 52 58
