sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint species shared
XLA-001 XLB-001 XLA XLB XL XL initial Blautia_wexlerae_56130 TRUE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Blautia_wexlerae_56130 FALSE
XLA-064 XLB-064 XLA XLB XL XL final Blautia_wexlerae_56130 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Blautia_wexlerae_56130 FALSE
XMA-064 XMB-064 XMA XMB XM XM final Blautia_wexlerae_56130 FALSE
XNA-064 XNB-064 XNA XNB XN XN final Blautia_wexlerae_56130 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Blautia_wexlerae_56130 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Blautia_wexlerae_56130 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Blautia_wexlerae_56130 FALSE
XQA-036 XQB-036 XQA XQB XQ XQ post-abx Blautia_wexlerae_56130 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Blautia_wexlerae_56130 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Blautia_wexlerae_56130 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Blautia_wexlerae_56130 FALSE
XRA-036 XRB-036 XRA XRB XR XR post-abx Blautia_wexlerae_56130 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Blautia_wexlerae_56130 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Blautia_wexlerae_56130 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Blautia_wexlerae_56130 FALSE
XSA-036 XSB-036 XSA XSB XS XS post-abx Blautia_wexlerae_56130 FALSE
XSA-064 XSB-064 XSA XSB XS XS final Blautia_wexlerae_56130 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Blautia_wexlerae_56130 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Blautia_wexlerae_56130 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Blautia_wexlerae_56130 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Blautia_wexlerae_56130 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Blautia_wexlerae_56130 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Blautia_wexlerae_56130 FALSE
XVA-036 XVB-036 XVA XVB XV XV post-abx Blautia_wexlerae_56130 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Blautia_wexlerae_56130 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Burkholderiales_bacterium_56577 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Burkholderiales_bacterium_56577 FALSE
XJA-029 XJB-029 XJA XJB XJ XJ pre-abx Burkholderiales_bacterium_56577 TRUE
XJA-036 XJB-036 XJA XJB XJ XJ post-abx Burkholderiales_bacterium_56577 TRUE
XLA-001 XLB-001 XLA XLB XL XL initial Burkholderiales_bacterium_56577 TRUE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Burkholderiales_bacterium_56577 TRUE
XLA-064 XLB-064 XLA XLB XL XL final Burkholderiales_bacterium_56577 TRUE
XNA-001 XNB-001 XNA XNB XN XN initial Burkholderiales_bacterium_56577 FALSE
XNA-029 XNB-029 XNA XNB XN XN pre-abx Burkholderiales_bacterium_56577 FALSE
XNA-064 XNB-064 XNA XNB XN XN final Burkholderiales_bacterium_56577 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Burkholderiales_bacterium_56577 TRUE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Burkholderiales_bacterium_56577 TRUE
XSA-064 XSB-064 XSA XSB XS XS final Burkholderiales_bacterium_56577 TRUE
XUA-001 XUB-001 XUA XUB XU XU initial Burkholderiales_bacterium_56577 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Catenibacterium_mitsuokai_61547 TRUE
XIA-002 XIC-008 XIA XIC XI XI initial Catenibacterium_mitsuokai_61547 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Catenibacterium_mitsuokai_61547 TRUE
XIB-002 XIC-008 XIB XIC XI XI initial Catenibacterium_mitsuokai_61547 FALSE
XIB-036 XIC-036 XIB XIC XI XI post-abx Catenibacterium_mitsuokai_61547 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Catenibacterium_mitsuokai_61547 FALSE
XAA-064 XAD-063 XAA XAD XA XA final Clostridiales_bacterium_52743 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Clostridiales_bacterium_56470 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Clostridiales_bacterium_56470 FALSE
XKA-064 XKB-064 XKA XKB XK XK final Clostridiales_bacterium_56470 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Clostridiales_bacterium_61057 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Clostridiales_bacterium_61057 FALSE
XBA-036 XBB-036 XBA XBB XB XB post-abx Clostridiales_bacterium_61057 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Clostridiales_bacterium_61057 FALSE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Clostridiales_bacterium_61057 TRUE
XJA-001 XJB-001 XJA XJB XJ XJ initial Clostridiales_bacterium_61057 FALSE
XJA-029 XJB-029 XJA XJB XJ XJ pre-abx Clostridiales_bacterium_61057 FALSE
XJA-036 XJB-036 XJA XJB XJ XJ post-abx Clostridiales_bacterium_61057 FALSE
XNA-064 XNB-064 XNA XNB XN XN final Clostridiales_bacterium_61057 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Clostridiales_bacterium_61057 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Clostridiales_bacterium_61057 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Clostridiales_bacterium_61057 TRUE
XQA-064 XQB-064 XQA XQB XQ XQ final Clostridiales_bacterium_61057 TRUE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Clostridiales_bacterium_61057 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Clostridiales_bacterium_61057 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Clostridiales_bacterium_61057 FALSE
XSA-036 XSB-036 XSA XSB XS XS post-abx Clostridiales_bacterium_61057 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Clostridiales_bacterium_61057 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Clostridiales_bacterium_61057 TRUE
XUA-064 XUB-064 XUA XUB XU XU final Clostridiales_bacterium_61057 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Clostridiales_bacterium_61057 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Clostridiales_bacterium_61057 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Clostridiales_bacterium_61057 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Clostridium_sp_61482 FALSE
XTA-029 XTB-028 XTA XTB XT XT pre-abx Clostridium_sp_61482 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Clostridium_sp_61482 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Collinsella_sp_62205 NA
XFA-001 XFB-001 XFA XFB XF XF initial Coprococcus_comes_61587 FALSE
XFA-036 XFB-036 XFA XFB XF XF post-abx Coprococcus_comes_61587 FALSE
XFA-064 XFB-064 XFA XFB XF XF final Coprococcus_comes_61587 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Coprococcus_comes_61587 FALSE
XIA-002 XIC-008 XIA XIC XI XI initial Coprococcus_comes_61587 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Coprococcus_comes_61587 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Coprococcus_comes_61587 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Coprococcus_comes_61587 FALSE
XVA-036 XVB-036 XVA XVB XV XV post-abx Coprococcus_comes_61587 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Coprococcus_comes_61587 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Coprococcus_eutactus_61480 TRUE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Coprococcus_eutactus_61480 TRUE
XFA-001 XFB-001 XFA XFB XF XF initial Coprococcus_eutactus_61480 TRUE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Coprococcus_eutactus_61480 TRUE
XHB-064 XHC-064 XHB XHC XH XH final Coprococcus_sp_62244 TRUE
XHA-003 XHC-001 XHA XHC XH XH initial Desulfovibrio_piger_61475 FALSE
XAA-064 XAD-063 XAA XAD XA XA final Dialister_invisus_61905 FALSE
XOA-001 XOB-001 XOA XOB XO XO initial Dialister_invisus_61905 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Dialister_invisus_61905 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Dialister_invisus_61905 TRUE
XQA-036 XQB-036 XQA XQB XQ XQ post-abx Dialister_invisus_61905 TRUE
XQA-064 XQB-064 XQA XQB XQ XQ final Dialister_invisus_61905 TRUE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Dialister_invisus_61905 FALSE
XDA-001 XDB-001 XDA XDB XD XD initial Dorea_longicatena_61473 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Dorea_longicatena_61473 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Dorea_longicatena_61473 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Dorea_longicatena_61473 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Dorea_longicatena_61473 FALSE
XHA-029 XHC-029 XHA XHC XH XH pre-abx Escherichia_coli_58110 TRUE
XSA-036 XSB-036 XSA XSB XS XS post-abx Escherichia_coli_58110 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Eubacterium_eligens_61678 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Eubacterium_eligens_61678 FALSE
XCA-001 XCB-001 XCA XCB XC XC initial Eubacterium_eligens_61678 TRUE
XCA-029 XCB-029 XCA XCB XC XC pre-abx Eubacterium_eligens_61678 TRUE
XCA-064 XCB-064 XCA XCB XC XC final Eubacterium_eligens_61678 TRUE
XDA-001 XDB-001 XDA XDB XD XD initial Eubacterium_eligens_61678 TRUE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Eubacterium_eligens_61678 TRUE
XEA-001 XEB-001 XEA XEB XE XE initial Eubacterium_eligens_61678 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Eubacterium_eligens_61678 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Eubacterium_eligens_61678 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Eubacterium_eligens_61678 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Eubacterium_eligens_61678 FALSE
XGA-029 XGC-029 XGA XGC XG XG pre-abx Eubacterium_eligens_61678 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Eubacterium_eligens_61678 FALSE
XHA-003 XHB-001 XHA XHB XH XH initial Eubacterium_eligens_61678 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Eubacterium_eligens_61678 FALSE
XHA-029 XHB-029 XHA XHB XH XH pre-abx Eubacterium_eligens_61678 FALSE
XHA-029 XHC-029 XHA XHC XH XH pre-abx Eubacterium_eligens_61678 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Eubacterium_eligens_61678 FALSE
XHA-064 XHC-064 XHA XHC XH XH final Eubacterium_eligens_61678 FALSE
XHB-001 XHC-001 XHB XHC XH XH initial Eubacterium_eligens_61678 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Eubacterium_eligens_61678 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Eubacterium_eligens_61678 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Eubacterium_eligens_61678 TRUE
XIA-064 XIB-064 XIA XIB XI XI final Eubacterium_eligens_61678 TRUE
XMA-001 XMB-001 XMA XMB XM XM initial Eubacterium_eligens_61678 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Eubacterium_eligens_61678 TRUE
XOA-001 XOB-001 XOA XOB XO XO initial Eubacterium_eligens_61678 FALSE
XOA-036 XOB-036 XOA XOB XO XO post-abx Eubacterium_eligens_61678 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Eubacterium_eligens_61678 FALSE
XPA-002 XPB-008 XPA XPB XP XP initial Eubacterium_eligens_61678 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Eubacterium_eligens_61678 TRUE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Eubacterium_eligens_61678 TRUE
XQA-064 XQB-064 XQA XQB XQ XQ final Eubacterium_eligens_61678 TRUE
XRA-001 XRB-002 XRA XRB XR XR initial Eubacterium_eligens_61678 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Eubacterium_eligens_61678 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Eubacterium_eligens_61678 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Eubacterium_eligens_61678 FALSE
XTA-029 XTB-028 XTA XTB XT XT pre-abx Eubacterium_eligens_61678 FALSE
XVA-001 XVB-001 XVA XVB XV XV initial Eubacterium_eligens_61678 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Eubacterium_eligens_61678 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Eubacterium_hallii_61477 TRUE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Eubacterium_hallii_61477 FALSE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Eubacterium_hallii_61477 FALSE
XIA-064 XIC-064 XIA XIC XI XI final Eubacterium_hallii_61477 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Eubacterium_hallii_61477 FALSE
XMA-001 XMB-001 XMA XMB XM XM initial Eubacterium_hallii_61477 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Eubacterium_hallii_61477 TRUE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Eubacterium_hallii_61477 FALSE
XPA-002 XPB-008 XPA XPB XP XP initial Eubacterium_hallii_61477 FALSE
XPA-029 XPB-028 XPA XPB XP XP pre-abx Eubacterium_hallii_61477 FALSE
XPA-072 XPB-063 XPA XPB XP XP final Eubacterium_hallii_61477 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Eubacterium_hallii_61477 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Eubacterium_hallii_61477 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Eubacterium_hallii_61477 FALSE
XSA-036 XSB-036 XSA XSB XS XS post-abx Eubacterium_hallii_61477 FALSE
XSA-064 XSB-064 XSA XSB XS XS final Eubacterium_hallii_61477 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Eubacterium_hallii_61477 TRUE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Eubacterium_hallii_61477 TRUE
XUA-036 XUB-036 XUA XUB XU XU post-abx Eubacterium_hallii_61477 TRUE
XUA-064 XUB-064 XUA XUB XU XU final Eubacterium_hallii_61477 TRUE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Eubacterium_ramulus_59802 FALSE
XIA-036 XIB-036 XIA XIB XI XI post-abx Eubacterium_ramulus_59802 FALSE
XAA-002 XAC-002 XAA XAC XA XA initial Eubacterium_rectale_56927 FALSE
XBA-001 XBB-001 XBA XBB XB XB initial Eubacterium_rectale_56927 FALSE
XBA-029 XBB-029 XBA XBB XB XB pre-abx Eubacterium_rectale_56927 FALSE
XCA-001 XCB-001 XCA XCB XC XC initial Eubacterium_rectale_56927 FALSE
XCA-036 XCB-036 XCA XCB XC XC post-abx Eubacterium_rectale_56927 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Eubacterium_rectale_56927 FALSE
XDA-001 XDB-001 XDA XDB XD XD initial Eubacterium_rectale_56927 FALSE
XDA-029 XDB-029 XDA XDB XD XD pre-abx Eubacterium_rectale_56927 FALSE
XDA-036 XDB-036 XDA XDB XD XD post-abx Eubacterium_rectale_56927 FALSE
XDA-064 XDB-064 XDA XDB XD XD final Eubacterium_rectale_56927 FALSE
XEA-001 XEB-001 XEA XEB XE XE initial Eubacterium_rectale_56927 FALSE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Eubacterium_rectale_56927 FALSE
XEA-064 XEB-064 XEA XEB XE XE final Eubacterium_rectale_56927 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Eubacterium_rectale_56927 FALSE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Eubacterium_rectale_56927 FALSE
XFA-036 XFB-036 XFA XFB XF XF post-abx Eubacterium_rectale_56927 FALSE
XFA-064 XFB-064 XFA XFB XF XF final Eubacterium_rectale_56927 FALSE
XGA-001 XGB-001 XGA XGB XG XG initial Eubacterium_rectale_56927 FALSE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Eubacterium_rectale_56927 TRUE
XGA-036 XGB-036 XGA XGB XG XG post-abx Eubacterium_rectale_56927 TRUE
XGA-064 XGB-064 XGA XGB XG XG final Eubacterium_rectale_56927 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Eubacterium_rectale_56927 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Eubacterium_rectale_56927 FALSE
XHB-001 XHC-001 XHB XHC XH XH initial Eubacterium_rectale_56927 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Eubacterium_rectale_56927 FALSE
XHB-036 XHC-036 XHB XHC XH XH post-abx Eubacterium_rectale_56927 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Eubacterium_rectale_56927 FALSE
XIA-002 XIB-002 XIA XIB XI XI initial Eubacterium_rectale_56927 FALSE
XIA-002 XIC-008 XIA XIC XI XI initial Eubacterium_rectale_56927 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Eubacterium_rectale_56927 FALSE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Eubacterium_rectale_56927 FALSE
XIA-036 XIB-036 XIA XIB XI XI post-abx Eubacterium_rectale_56927 TRUE
XIA-036 XIC-036 XIA XIC XI XI post-abx Eubacterium_rectale_56927 FALSE
XIA-064 XIB-064 XIA XIB XI XI final Eubacterium_rectale_56927 TRUE
XIA-064 XIC-064 XIA XIC XI XI final Eubacterium_rectale_56927 FALSE
XIB-002 XIC-008 XIB XIC XI XI initial Eubacterium_rectale_56927 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Eubacterium_rectale_56927 FALSE
XIB-036 XIC-036 XIB XIC XI XI post-abx Eubacterium_rectale_56927 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Eubacterium_rectale_56927 FALSE
XKA-001 XKB-001 XKA XKB XK XK initial Eubacterium_rectale_56927 FALSE
XLA-001 XLB-001 XLA XLB XL XL initial Eubacterium_rectale_56927 TRUE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Eubacterium_rectale_56927 TRUE
XLA-036 XLB-036 XLA XLB XL XL post-abx Eubacterium_rectale_56927 FALSE
XLA-064 XLB-064 XLA XLB XL XL final Eubacterium_rectale_56927 TRUE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Eubacterium_rectale_56927 FALSE
XNA-001 XNB-001 XNA XNB XN XN initial Eubacterium_rectale_56927 FALSE
XNA-029 XNB-029 XNA XNB XN XN pre-abx Eubacterium_rectale_56927 FALSE
XNA-036 XNB-036 XNA XNB XN XN post-abx Eubacterium_rectale_56927 FALSE
XNA-064 XNB-064 XNA XNB XN XN final Eubacterium_rectale_56927 FALSE
XOA-001 XOB-001 XOA XOB XO XO initial Eubacterium_rectale_56927 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Eubacterium_rectale_56927 FALSE
XOA-036 XOB-036 XOA XOB XO XO post-abx Eubacterium_rectale_56927 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Eubacterium_rectale_56927 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Eubacterium_rectale_56927 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Eubacterium_rectale_56927 FALSE
XQA-036 XQB-036 XQA XQB XQ XQ post-abx Eubacterium_rectale_56927 FALSE
XQA-064 XQB-064 XQA XQB XQ XQ final Eubacterium_rectale_56927 FALSE
XRA-001 XRB-002 XRA XRB XR XR initial Eubacterium_rectale_56927 FALSE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Eubacterium_rectale_56927 FALSE
XRA-036 XRB-036 XRA XRB XR XR post-abx Eubacterium_rectale_56927 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Eubacterium_rectale_56927 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Eubacterium_rectale_56927 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Eubacterium_rectale_56927 FALSE
XSA-036 XSB-036 XSA XSB XS XS post-abx Eubacterium_rectale_56927 FALSE
XSA-064 XSB-064 XSA XSB XS XS final Eubacterium_rectale_56927 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Eubacterium_rectale_56927 FALSE
XTA-029 XTB-028 XTA XTB XT XT pre-abx Eubacterium_rectale_56927 FALSE
XTA-064 XTB-065 XTA XTB XT XT final Eubacterium_rectale_56927 FALSE
XUA-001 XUB-001 XUA XUB XU XU initial Eubacterium_rectale_56927 FALSE
XUA-029 XUB-029 XUA XUB XU XU pre-abx Eubacterium_rectale_56927 FALSE
XUA-036 XUB-036 XUA XUB XU XU post-abx Eubacterium_rectale_56927 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Eubacterium_rectale_56927 FALSE
XVA-001 XVB-001 XVA XVB XV XV initial Eubacterium_rectale_56927 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Eubacterium_rectale_56927 FALSE
XVA-036 XVB-036 XVA XVB XV XV post-abx Eubacterium_rectale_56927 FALSE
XVA-064 XVB-064 XVA XVB XV XV final Eubacterium_rectale_56927 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Eubacterium_siraeum_57634 TRUE
XFA-029 XFB-029 XFA XFB XF XF pre-abx Eubacterium_siraeum_57634 TRUE
XQA-001 XQB-001 XQA XQB XQ XQ initial Eubacterium_siraeum_57634 TRUE
XQA-064 XQB-064 XQA XQB XQ XQ final Eubacterium_siraeum_57634 TRUE
XVA-001 XVB-001 XVA XVB XV XV initial Eubacterium_siraeum_57634 FALSE
XVA-036 XVB-036 XVA XVB XV XV post-abx Eubacterium_siraeum_57634 FALSE
XAA-002 XAD-003 XAA XAD XA XA initial Eubacterium_ventriosum_61474 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Eubacterium_ventriosum_61474 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Eubacterium_ventriosum_61474 FALSE
XCA-001 XCB-001 XCA XCB XC XC initial Faecalibacterium_cf_62236 FALSE
XCA-029 XCB-029 XCA XCB XC XC pre-abx Faecalibacterium_cf_62236 FALSE
XCA-036 XCB-036 XCA XCB XC XC post-abx Faecalibacterium_cf_62236 FALSE
XCA-064 XCB-064 XCA XCB XC XC final Faecalibacterium_cf_62236 FALSE
XDA-064 XDB-064 XDA XDB XD XD final Faecalibacterium_cf_62236 TRUE
XEA-029 XEB-029 XEA XEB XE XE pre-abx Faecalibacterium_cf_62236 FALSE
XFA-001 XFB-001 XFA XFB XF XF initial Faecalibacterium_cf_62236 FALSE
XGA-001 XGC-001 XGA XGC XG XG initial Faecalibacterium_cf_62236 FALSE
XGA-029 XGB-029 XGA XGB XG XG pre-abx Faecalibacterium_cf_62236 FALSE
XGA-064 XGB-064 XGA XGB XG XG final Faecalibacterium_cf_62236 FALSE
XGA-064 XGC-064 XGA XGC XG XG final Faecalibacterium_cf_62236 FALSE
XGB-064 XGC-064 XGB XGC XG XG final Faecalibacterium_cf_62236 FALSE
XHA-003 XHB-001 XHA XHB XH XH initial Faecalibacterium_cf_62236 FALSE
XHA-003 XHC-001 XHA XHC XH XH initial Faecalibacterium_cf_62236 FALSE
XHA-029 XHB-029 XHA XHB XH XH pre-abx Faecalibacterium_cf_62236 FALSE
XHA-029 XHC-029 XHA XHC XH XH pre-abx Faecalibacterium_cf_62236 FALSE
XHA-036 XHC-036 XHA XHC XH XH post-abx Faecalibacterium_cf_62236 FALSE
XHA-064 XHB-064 XHA XHB XH XH final Faecalibacterium_cf_62236 FALSE
XHA-064 XHC-064 XHA XHC XH XH final Faecalibacterium_cf_62236 FALSE
XHB-001 XHC-001 XHB XHC XH XH initial Faecalibacterium_cf_62236 FALSE
XHB-029 XHC-029 XHB XHC XH XH pre-abx Faecalibacterium_cf_62236 FALSE
XHB-064 XHC-064 XHB XHC XH XH final Faecalibacterium_cf_62236 TRUE
XIA-002 XIB-002 XIA XIB XI XI initial Faecalibacterium_cf_62236 FALSE
XIA-029 XIB-029 XIA XIB XI XI pre-abx Faecalibacterium_cf_62236 TRUE
XIA-029 XIC-029 XIA XIC XI XI pre-abx Faecalibacterium_cf_62236 FALSE
XIA-064 XIB-064 XIA XIB XI XI final Faecalibacterium_cf_62236 FALSE
XIA-064 XIC-064 XIA XIC XI XI final Faecalibacterium_cf_62236 FALSE
XIB-029 XIC-029 XIB XIC XI XI pre-abx Faecalibacterium_cf_62236 FALSE
XIB-036 XIC-036 XIB XIC XI XI post-abx Faecalibacterium_cf_62236 FALSE
XIB-064 XIC-064 XIB XIC XI XI final Faecalibacterium_cf_62236 FALSE
XJA-029 XJB-029 XJA XJB XJ XJ pre-abx Faecalibacterium_cf_62236 FALSE
XLA-001 XLB-001 XLA XLB XL XL initial Faecalibacterium_cf_62236 FALSE
XLA-029 XLB-029 XLA XLB XL XL pre-abx Faecalibacterium_cf_62236 FALSE
XLA-036 XLB-036 XLA XLB XL XL post-abx Faecalibacterium_cf_62236 FALSE
XLA-064 XLB-064 XLA XLB XL XL final Faecalibacterium_cf_62236 FALSE
XMA-001 XMB-001 XMA XMB XM XM initial Faecalibacterium_cf_62236 FALSE
XMA-029 XMB-029 XMA XMB XM XM pre-abx Faecalibacterium_cf_62236 FALSE
XOA-001 XOB-001 XOA XOB XO XO initial Faecalibacterium_cf_62236 FALSE
XOA-029 XOB-028 XOA XOB XO XO pre-abx Faecalibacterium_cf_62236 FALSE
XOA-064 XOB-064 XOA XOB XO XO final Faecalibacterium_cf_62236 FALSE
XPA-002 XPB-008 XPA XPB XP XP initial Faecalibacterium_cf_62236 FALSE
XPA-029 XPB-028 XPA XPB XP XP pre-abx Faecalibacterium_cf_62236 FALSE
XPA-036 XPB-036 XPA XPB XP XP post-abx Faecalibacterium_cf_62236 FALSE
XPA-072 XPB-063 XPA XPB XP XP final Faecalibacterium_cf_62236 FALSE
XQA-001 XQB-001 XQA XQB XQ XQ initial Faecalibacterium_cf_62236 FALSE
XQA-029 XQB-029 XQA XQB XQ XQ pre-abx Faecalibacterium_cf_62236 TRUE
XQA-064 XQB-064 XQA XQB XQ XQ final Faecalibacterium_cf_62236 TRUE
XRA-029 XRB-029 XRA XRB XR XR pre-abx Faecalibacterium_cf_62236 FALSE
XRA-036 XRB-036 XRA XRB XR XR post-abx Faecalibacterium_cf_62236 FALSE
XRA-064 XRB-059 XRA XRB XR XR final Faecalibacterium_cf_62236 FALSE
XSA-001 XSB-001 XSA XSB XS XS initial Faecalibacterium_cf_62236 FALSE
XSA-029 XSB-029 XSA XSB XS XS pre-abx Faecalibacterium_cf_62236 FALSE
XSA-064 XSB-064 XSA XSB XS XS final Faecalibacterium_cf_62236 FALSE
XTA-001 XTB-001 XTA XTB XT XT initial Faecalibacterium_cf_62236 TRUE
XTA-029 XTB-028 XTA XTB XT XT pre-abx Faecalibacterium_cf_62236 FALSE
XUA-064 XUB-064 XUA XUB XU XU final Faecalibacterium_cf_62236 FALSE
XVA-001 XVB-001 XVA XVB XV XV initial Faecalibacterium_cf_62236 FALSE
XVA-029 XVB-027 XVA XVB XV XV pre-abx Faecalibacterium_cf_62236 FALSE
