species sample1 sample2 subject1 subject2 hh1 hh2 keyTimepoint sharedStrainFishing
Bacteroides_vulgatus_57955 XPA-029 XPB-028 XPA XPB XP XP pre-abx TRUE
Bacteroides_vulgatus_57955 XPA-036 XPB-036 XPA XPB XP XP post-abx TRUE
Bacteroides_vulgatus_57955 XPA-072 XPB-063 XPA XPB XP XP final TRUE
Bacteroides_vulgatus_57955 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Bacteroides_vulgatus_57955 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Bacteroides_vulgatus_57955 XRA-001 XRB-002 XRA XRB XR XR initial TRUE
Bacteroides_vulgatus_57955 XRA-029 XRB-029 XRA XRB XR XR pre-abx TRUE
Bacteroides_vulgatus_57955 XRA-036 XRB-036 XRA XRB XR XR post-abx TRUE
Bacteroides_vulgatus_57955 XRA-064 XRB-059 XRA XRB XR XR final TRUE
Bacteroides_vulgatus_57955 XRA-064 XRB-059 XRA XRB XR XR post-abx TRUE
Bacteroides_vulgatus_57955 XSA-001 XSB-001 XSA XSB XS XS initial TRUE
Bacteroides_vulgatus_57955 XSA-029 XSB-029 XSA XSB XS XS pre-abx TRUE
Bacteroides_vulgatus_57955 XSA-064 XSB-064 XSA XSB XS XS final TRUE
Bacteroides_vulgatus_57955 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Bacteroides_vulgatus_57955 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Bacteroides_vulgatus_57955 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bacteroides_vulgatus_57955 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bacteroides_vulgatus_57955 XVA-001 XVB-001 XVA XVB XV XV initial TRUE
Bacteroides_vulgatus_57955 XVA-029 XVB-027 XVA XVB XV XV pre-abx TRUE
Bacteroides_vulgatus_57955 XVA-036 XVB-036 XVA XVB XV XV post-abx TRUE
Bacteroides_vulgatus_57955 XVA-064 XVB-064 XVA XVB XV XV final TRUE
Bacteroides_vulgatus_57955 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Bacteroides_vulgatus_57955 YEA-004 YEC-005 YEA YEC YE YE initial FALSE
Bacteroides_vulgatus_57955 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Bacteroides_vulgatus_57955 YFA-002 YFC-064 YFA YFC YF YF final FALSE
Bacteroides_vulgatus_57955 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Bacteroides_vulgatus_57955 ZAA-002 ZAC-263 ZAA ZAC ZA ZA final FALSE
Bacteroides_vulgatus_57955 ZAA-002 ZAC-263 ZAA ZAC ZA ZA initial FALSE
Bacteroides_vulgatus_57955 ZAB-002 ZAC-263 ZAB ZAC ZA ZA final FALSE
Bacteroides_vulgatus_57955 ZAB-002 ZAC-263 ZAB ZAC ZA ZA initial FALSE
Bacteroides_vulgatus_57955 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial FALSE
Bacteroides_vulgatus_57955 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial TRUE
Bacteroides_vulgatus_57955 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Bacteroides_vulgatus_57955 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Bacteroides_vulgatus_57955 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Bacteroides_xylanisolvens_57185 XBA-029 XBB-029 XBA XBB XB XB pre-abx TRUE
Bacteroides_xylanisolvens_57185 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Bacteroides_xylanisolvens_57185 XDA-029 XDB-029 XDA XDB XD XD pre-abx FALSE
Bacteroides_xylanisolvens_57185 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Bacteroides_xylanisolvens_57185 XGB-001 XGC-001 XGB XGC XG XG initial FALSE
Bacteroides_xylanisolvens_57185 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Bacteroides_xylanisolvens_57185 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Bacteroides_xylanisolvens_57185 XHA-036 XHB-036 XHA XHB XH XH post-abx FALSE
Bacteroides_xylanisolvens_57185 XHA-036 XHC-036 XHA XHC XH XH post-abx FALSE
Bacteroides_xylanisolvens_57185 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Bacteroides_xylanisolvens_57185 XIA-064 XIC-064 XIA XIC XI XI final FALSE
Bacteroides_xylanisolvens_57185 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Bacteroides_xylanisolvens_57185 XLA-036 XLB-036 XLA XLB XL XL post-abx TRUE
Bacteroides_xylanisolvens_57185 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bacteroides_xylanisolvens_57185 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Bacteroides_xylanisolvens_57185 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bacteroides_xylanisolvens_57185 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bacteroides_xylanisolvens_57185 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Bacteroides_xylanisolvens_57185 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Bacteroides_xylanisolvens_57185 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Bacteroides_xylanisolvens_57185 YBB-029 YBC-001 YBB YBC YB YB initial FALSE
Bacteroides_xylanisolvens_57185 YBB-029 YBC-001 YBB YBC YB YB pre-abx FALSE
Bacteroides_xylanisolvens_57185 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Barnesiella_intestinihominis_62208 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Barnesiella_intestinihominis_62208 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Barnesiella_intestinihominis_62208 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Barnesiella_intestinihominis_62208 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Barnesiella_intestinihominis_62208 XFA-064 XFB-064 XFA XFB XF XF final FALSE
Barnesiella_intestinihominis_62208 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Barnesiella_intestinihominis_62208 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Barnesiella_intestinihominis_62208 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Barnesiella_intestinihominis_62208 XIB-036 XIC-036 XIB XIC XI XI post-abx FALSE
Barnesiella_intestinihominis_62208 XIB-064 XIC-064 XIB XIC XI XI final FALSE
Barnesiella_intestinihominis_62208 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Barnesiella_intestinihominis_62208 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Barnesiella_intestinihominis_62208 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Barnesiella_intestinihominis_62208 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Barnesiella_intestinihominis_62208 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Barnesiella_intestinihominis_62208 XPA-036 XPB-036 XPA XPB XP XP post-abx FALSE
Barnesiella_intestinihominis_62208 XPA-072 XPB-063 XPA XPB XP XP final FALSE
Barnesiella_intestinihominis_62208 YAB-001 YAC-001 YAB YAC YA YA initial TRUE
Barnesiella_intestinihominis_62208 YBA-004 YBB-029 YBA YBB YB YB initial FALSE
Barnesiella_intestinihominis_62208 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Barnesiella_intestinihominis_62208 ZAA-002 ZAB-002 ZAA ZAB ZA ZA initial FALSE
Barnesiella_intestinihominis_62208 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Bifidobacterium_adolescentis_56815 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Bifidobacterium_adolescentis_56815 XIA-029 XIC-029 XIA XIC XI XI pre-abx FALSE
Bifidobacterium_adolescentis_56815 XIB-029 XIC-029 XIB XIC XI XI pre-abx FALSE
Bifidobacterium_adolescentis_56815 XKA-029 XKB-029 XKA XKB XK XK pre-abx TRUE
Bifidobacterium_adolescentis_56815 XKA-064 XKB-064 XKA XKB XK XK final TRUE
Bifidobacterium_adolescentis_56815 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Bifidobacterium_adolescentis_56815 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Bifidobacterium_adolescentis_56815 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Bifidobacterium_adolescentis_56815 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Bifidobacterium_adolescentis_56815 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Bifidobacterium_adolescentis_56815 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Bifidobacterium_adolescentis_56815 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Bifidobacterium_adolescentis_56815 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Bifidobacterium_adolescentis_56815 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Bifidobacterium_adolescentis_56815 XSA-064 XSB-064 XSA XSB XS XS final FALSE
Bifidobacterium_adolescentis_56815 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Bifidobacterium_adolescentis_56815 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Bifidobacterium_adolescentis_56815 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Bifidobacterium_adolescentis_56815 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Bifidobacterium_adolescentis_56815 YAC-001 YAD-001 YAC YAD YA YA initial TRUE
Bifidobacterium_adolescentis_56815 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Bifidobacterium_adolescentis_56815 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Bifidobacterium_adolescentis_56815 ZDA-001 ZDB-001 ZDA ZDB ZD ZD initial FALSE
Bifidobacterium_bifidum_55065 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Bifidobacterium_bifidum_55065 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bifidobacterium_bifidum_55065 XSA-001 XSB-001 XSA XSB XS XS initial FALSE
Bifidobacterium_bifidum_55065 XSA-029 XSB-029 XSA XSB XS XS pre-abx FALSE
Bifidobacterium_bifidum_55065 XSA-064 XSB-064 XSA XSB XS XS final FALSE
Bifidobacterium_longum_57796 XBA-001 XBB-001 XBA XBB XB XB initial TRUE
Bifidobacterium_longum_57796 XBA-029 XBB-029 XBA XBB XB XB pre-abx TRUE
Bifidobacterium_longum_57796 XCA-029 XCB-029 XCA XCB XC XC pre-abx FALSE
Bifidobacterium_longum_57796 XCA-036 XCB-036 XCA XCB XC XC post-abx FALSE
Bifidobacterium_longum_57796 XCA-064 XCB-064 XCA XCB XC XC final FALSE
Bifidobacterium_longum_57796 XDA-064 XDB-064 XDA XDB XD XD final TRUE
Bifidobacterium_longum_57796 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Bifidobacterium_longum_57796 XGA-064 XGB-064 XGA XGB XG XG final FALSE
Bifidobacterium_longum_57796 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Bifidobacterium_longum_57796 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Bifidobacterium_longum_57796 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Bifidobacterium_longum_57796 XIA-002 XIB-002 XIA XIB XI XI initial TRUE
Bifidobacterium_longum_57796 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Bifidobacterium_longum_57796 XIA-036 XIB-036 XIA XIB XI XI post-abx TRUE
Bifidobacterium_longum_57796 XIA-064 XIB-064 XIA XIB XI XI final TRUE
Bifidobacterium_longum_57796 XKA-029 XKB-029 XKA XKB XK XK pre-abx TRUE
Bifidobacterium_longum_57796 XKA-036 XKB-036 XKA XKB XK XK post-abx TRUE
Bifidobacterium_longum_57796 XKA-064 XKB-064 XKA XKB XK XK final TRUE
Bifidobacterium_longum_57796 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Bifidobacterium_longum_57796 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Bifidobacterium_longum_57796 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Bifidobacterium_longum_57796 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Bifidobacterium_longum_57796 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Bifidobacterium_longum_57796 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Bifidobacterium_longum_57796 XPA-029 XPB-028 XPA XPB XP XP initial FALSE
Bifidobacterium_longum_57796 XPA-029 XPB-028 XPA XPB XP XP pre-abx FALSE
Bifidobacterium_longum_57796 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Bifidobacterium_longum_57796 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Bifidobacterium_longum_57796 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Bifidobacterium_longum_57796 XSA-001 XSB-001 XSA XSB XS XS initial TRUE
Bifidobacterium_longum_57796 XSA-029 XSB-029 XSA XSB XS XS pre-abx TRUE
Bifidobacterium_longum_57796 XSA-064 XSB-064 XSA XSB XS XS final TRUE
Bifidobacterium_longum_57796 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Bifidobacterium_longum_57796 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Bifidobacterium_longum_57796 XUA-036 XUB-036 XUA XUB XU XU post-abx FALSE
Bifidobacterium_longum_57796 XUA-064 XUB-064 XUA XUB XU XU final TRUE
Bifidobacterium_longum_57796 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Bifidobacterium_longum_57796 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Bifidobacterium_longum_57796 YAA-001 YAB-001 YAA YAB YA YA initial FALSE
Bifidobacterium_longum_57796 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Bifidobacterium_longum_57796 YCA-001 YCB-001 YCA YCB YC YC initial TRUE
Bifidobacterium_longum_57796 YEA-004 YEB-001 YEA YEB YE YE initial FALSE
Blautia_wexlerae_56130 XAA-002 XAD-003 XAA XAD XA XA initial FALSE
Blautia_wexlerae_56130 XAC-002 XAD-003 XAC XAD XA XA initial FALSE
Blautia_wexlerae_56130 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Blautia_wexlerae_56130 XBA-036 XBB-036 XBA XBB XB XB post-abx FALSE
Blautia_wexlerae_56130 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Blautia_wexlerae_56130 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Blautia_wexlerae_56130 XGA-036 XGB-036 XGA XGB XG XG post-abx FALSE
Blautia_wexlerae_56130 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Blautia_wexlerae_56130 XGB-029 XGC-029 XGB XGC XG XG pre-abx FALSE
Blautia_wexlerae_56130 XGB-036 XGC-037 XGB XGC XG XG post-abx FALSE
Blautia_wexlerae_56130 XGB-064 XGC-064 XGB XGC XG XG final FALSE
Blautia_wexlerae_56130 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Blautia_wexlerae_56130 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Blautia_wexlerae_56130 XHA-036 XHB-036 XHA XHB XH XH post-abx FALSE
Blautia_wexlerae_56130 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Blautia_wexlerae_56130 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Blautia_wexlerae_56130 XHB-036 XHC-036 XHB XHC XH XH post-abx FALSE
Blautia_wexlerae_56130 XKA-001 XKB-001 XKA XKB XK XK initial TRUE
Blautia_wexlerae_56130 XKA-064 XKB-064 XKA XKB XK XK final FALSE
Blautia_wexlerae_56130 XQA-001 XQB-001 XQA XQB XQ XQ initial FALSE
Blautia_wexlerae_56130 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx FALSE
Blautia_wexlerae_56130 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Blautia_wexlerae_56130 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
Blautia_wexlerae_56130 XRA-036 XRB-036 XRA XRB XR XR post-abx FALSE
Blautia_wexlerae_56130 XRA-064 XRB-059 XRA XRB XR XR final FALSE
Blautia_wexlerae_56130 YAA-001 YAB-001 YAA YAB YA YA initial FALSE
Blautia_wexlerae_56130 YAA-001 YAC-001 YAA YAC YA YA initial FALSE
Blautia_wexlerae_56130 YAA-001 YAD-001 YAA YAD YA YA initial FALSE
Blautia_wexlerae_56130 YAB-001 YAC-001 YAB YAC YA YA initial FALSE
Blautia_wexlerae_56130 YAB-001 YAD-001 YAB YAD YA YA initial FALSE
Blautia_wexlerae_56130 YCA-001 YCB-001 YCA YCB YC YC initial FALSE
Blautia_wexlerae_56130 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Burkholderiales_bacterium_56577 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Burkholderiales_bacterium_56577 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Burkholderiales_bacterium_56577 XJA-029 XJB-029 XJA XJB XJ XJ pre-abx TRUE
Burkholderiales_bacterium_56577 XJA-036 XJB-036 XJA XJB XJ XJ post-abx TRUE
Burkholderiales_bacterium_56577 XLA-001 XLB-001 XLA XLB XL XL initial TRUE
Burkholderiales_bacterium_56577 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Burkholderiales_bacterium_56577 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Burkholderiales_bacterium_56577 XNA-001 XNB-001 XNA XNB XN XN initial FALSE
Burkholderiales_bacterium_56577 XNA-029 XNB-029 XNA XNB XN XN pre-abx FALSE
Burkholderiales_bacterium_56577 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Burkholderiales_bacterium_56577 XSA-001 XSB-001 XSA XSB XS XS initial TRUE
Burkholderiales_bacterium_56577 XSA-029 XSB-029 XSA XSB XS XS pre-abx TRUE
Burkholderiales_bacterium_56577 XSA-064 XSB-064 XSA XSB XS XS final TRUE
Burkholderiales_bacterium_56577 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Burkholderiales_bacterium_56577 XVA-001 XVB-001 XVA XVB XV XV initial TRUE
Burkholderiales_bacterium_56577 XVA-064 XVB-064 XVA XVB XV XV final TRUE
Burkholderiales_bacterium_56577 YBA-004 YBB-029 YBA YBB YB YB pre-abx FALSE
Burkholderiales_bacterium_56577 YBA-004 YBC-001 YBA YBC YB YB initial FALSE
Burkholderiales_bacterium_56577 YBB-029 YBC-001 YBB YBC YB YB initial TRUE
Burkholderiales_bacterium_56577 YBB-029 YBC-001 YBB YBC YB YB pre-abx TRUE
Burkholderiales_bacterium_56577 ZEA-001 ZEC-001 ZEA ZEC ZE ZE initial FALSE
Clostridiales_bacterium_56470 XAA-064 XAD-063 XAA XAD XA XA final FALSE
Clostridiales_bacterium_56470 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Clostridiales_bacterium_56470 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Clostridiales_bacterium_56470 XKA-036 XKB-036 XKA XKB XK XK post-abx FALSE
Clostridiales_bacterium_56470 XKA-064 XKB-064 XKA XKB XK XK final FALSE
Clostridiales_bacterium_56470 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Clostridiales_bacterium_56470 ZEB-001 ZEC-001 ZEB ZEC ZE ZE initial FALSE
Clostridium_sp_61482 XTA-001 XTB-001 XTA XTB XT XT initial FALSE
Clostridium_sp_61482 XTA-029 XTB-028 XTA XTB XT XT initial FALSE
Clostridium_sp_61482 XTA-029 XTB-028 XTA XTB XT XT pre-abx FALSE
Clostridium_sp_61482 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Coprobacter_fastidiosus_56550 XLA-029 XLB-029 XLA XLB XL XL pre-abx TRUE
Coprobacter_fastidiosus_56550 XLA-036 XLB-036 XLA XLB XL XL post-abx TRUE
Coprobacter_fastidiosus_56550 XLA-064 XLB-064 XLA XLB XL XL final TRUE
Coprococcus_comes_61587 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Coprococcus_comes_61587 XEA-064 XEB-064 XEA XEB XE XE final FALSE
Coprococcus_comes_61587 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Coprococcus_comes_61587 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Coprococcus_comes_61587 XFA-036 XFB-036 XFA XFB XF XF post-abx FALSE
Coprococcus_comes_61587 XFA-064 XFB-064 XFA XFB XF XF final FALSE
Coprococcus_comes_61587 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Coprococcus_comes_61587 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Coprococcus_comes_61587 XNA-064 XNB-064 XNA XNB XN XN final FALSE
Coprococcus_comes_61587 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Coprococcus_comes_61587 XTA-064 XTB-065 XTA XTB XT XT final FALSE
Coprococcus_comes_61587 XVA-001 XVB-001 XVA XVB XV XV initial FALSE
Coprococcus_comes_61587 XVA-036 XVB-036 XVA XVB XV XV post-abx FALSE
Coprococcus_comes_61587 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Coprococcus_comes_61587 ZEA-001 ZEB-001 ZEA ZEB ZE ZE initial FALSE
Coprococcus_eutactus_61480 XEA-001 XEB-001 XEA XEB XE XE initial TRUE
Coprococcus_eutactus_61480 XEA-029 XEB-029 XEA XEB XE XE pre-abx TRUE
Coprococcus_eutactus_61480 XFA-001 XFB-001 XFA XFB XF XF initial TRUE
Coprococcus_eutactus_61480 XFA-029 XFB-029 XFA XFB XF XF pre-abx TRUE
Coprococcus_sp_62244 XHB-064 XHC-064 XHB XHC XH XH final TRUE
Coprococcus_sp_62244 YAC-001 YAD-001 YAC YAD YA YA initial FALSE
Coprococcus_sp_62244 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Dialister_invisus_61905 XAA-064 XAD-063 XAA XAD XA XA final FALSE
Dialister_invisus_61905 XGA-001 XGB-001 XGA XGB XG XG initial FALSE
Dialister_invisus_61905 XGA-029 XGB-029 XGA XGB XG XG pre-abx FALSE
Dialister_invisus_61905 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Dialister_invisus_61905 XOA-029 XOB-028 XOA XOB XO XO initial FALSE
Dialister_invisus_61905 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Dialister_invisus_61905 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Dialister_invisus_61905 XQA-036 XQB-036 XQA XQB XQ XQ post-abx TRUE
Dialister_invisus_61905 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Dialister_invisus_61905 XVA-029 XVB-027 XVA XVB XV XV initial FALSE
Dialister_invisus_61905 XVA-029 XVB-027 XVA XVB XV XV pre-abx FALSE
Dialister_invisus_61905 XVA-064 XVB-064 XVA XVB XV XV final FALSE
Dialister_invisus_61905 ZCA-001 ZCB-001 ZCA ZCB ZC ZC initial TRUE
Dorea_longicatena_61473 XDA-001 XDB-001 XDA XDB XD XD initial FALSE
Dorea_longicatena_61473 XDA-064 XDB-064 XDA XDB XD XD final FALSE
Dorea_longicatena_61473 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Dorea_longicatena_61473 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Dorea_longicatena_61473 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Dorea_longicatena_61473 XJA-001 XJB-001 XJA XJB XJ XJ initial FALSE
Dorea_longicatena_61473 XQA-064 XQB-064 XQA XQB XQ XQ final FALSE
Dorea_longicatena_61473 XUA-001 XUB-001 XUA XUB XU XU initial FALSE
Dorea_longicatena_61473 XUA-029 XUB-029 XUA XUB XU XU pre-abx FALSE
Dorea_longicatena_61473 XUA-064 XUB-064 XUA XUB XU XU final FALSE
Dorea_longicatena_61473 YEB-001 YEC-005 YEB YEC YE YE initial FALSE
Escherichia_coli_58110 XSA-036 XSB-036 XSA XSB XS XS post-abx FALSE
Eubacterium_eligens_61678 XBA-001 XBB-001 XBA XBB XB XB initial FALSE
Eubacterium_eligens_61678 XBA-029 XBB-029 XBA XBB XB XB pre-abx FALSE
Eubacterium_eligens_61678 XCA-001 XCB-001 XCA XCB XC XC initial TRUE
Eubacterium_eligens_61678 XCA-029 XCB-029 XCA XCB XC XC pre-abx TRUE
Eubacterium_eligens_61678 XCA-036 XCB-036 XCA XCB XC XC post-abx TRUE
Eubacterium_eligens_61678 XCA-064 XCB-064 XCA XCB XC XC final TRUE
Eubacterium_eligens_61678 XDA-001 XDB-001 XDA XDB XD XD initial TRUE
Eubacterium_eligens_61678 XDA-029 XDB-029 XDA XDB XD XD pre-abx TRUE
Eubacterium_eligens_61678 XEA-001 XEB-001 XEA XEB XE XE initial FALSE
Eubacterium_eligens_61678 XEA-029 XEB-029 XEA XEB XE XE pre-abx FALSE
Eubacterium_eligens_61678 XFA-001 XFB-001 XFA XFB XF XF initial FALSE
Eubacterium_eligens_61678 XFA-029 XFB-029 XFA XFB XF XF pre-abx FALSE
Eubacterium_eligens_61678 XGA-001 XGC-001 XGA XGC XG XG initial FALSE
Eubacterium_eligens_61678 XGA-029 XGC-029 XGA XGC XG XG pre-abx FALSE
Eubacterium_eligens_61678 XGA-036 XGC-037 XGA XGC XG XG post-abx FALSE
Eubacterium_eligens_61678 XGA-064 XGC-064 XGA XGC XG XG final FALSE
Eubacterium_eligens_61678 XHA-003 XHB-001 XHA XHB XH XH initial FALSE
Eubacterium_eligens_61678 XHA-003 XHC-001 XHA XHC XH XH initial FALSE
Eubacterium_eligens_61678 XHA-029 XHB-029 XHA XHB XH XH pre-abx FALSE
Eubacterium_eligens_61678 XHA-029 XHC-029 XHA XHC XH XH pre-abx FALSE
Eubacterium_eligens_61678 XHA-064 XHB-064 XHA XHB XH XH final FALSE
Eubacterium_eligens_61678 XHA-064 XHC-064 XHA XHC XH XH final FALSE
Eubacterium_eligens_61678 XHB-001 XHC-001 XHB XHC XH XH initial FALSE
Eubacterium_eligens_61678 XHB-029 XHC-029 XHB XHC XH XH pre-abx FALSE
Eubacterium_eligens_61678 XHB-064 XHC-064 XHB XHC XH XH final FALSE
Eubacterium_eligens_61678 XIA-002 XIB-002 XIA XIB XI XI initial TRUE
Eubacterium_eligens_61678 XIA-029 XIB-029 XIA XIB XI XI pre-abx TRUE
Eubacterium_eligens_61678 XIA-029 XIC-029 XIA XIC XI XI pre-abx TRUE
Eubacterium_eligens_61678 XIA-064 XIB-064 XIA XIB XI XI final TRUE
Eubacterium_eligens_61678 XIB-029 XIC-029 XIB XIC XI XI pre-abx TRUE
Eubacterium_eligens_61678 XMA-001 XMB-001 XMA XMB XM XM initial TRUE
Eubacterium_eligens_61678 XMA-029 XMB-029 XMA XMB XM XM pre-abx TRUE
Eubacterium_eligens_61678 XOA-001 XOB-001 XOA XOB XO XO initial FALSE
Eubacterium_eligens_61678 XOA-029 XOB-028 XOA XOB XO XO pre-abx FALSE
Eubacterium_eligens_61678 XOA-036 XOB-036 XOA XOB XO XO post-abx FALSE
Eubacterium_eligens_61678 XOA-064 XOB-064 XOA XOB XO XO final FALSE
Eubacterium_eligens_61678 XPA-002 XPB-008 XPA XPB XP XP initial FALSE
Eubacterium_eligens_61678 XQA-001 XQB-001 XQA XQB XQ XQ initial TRUE
Eubacterium_eligens_61678 XQA-029 XQB-029 XQA XQB XQ XQ pre-abx TRUE
Eubacterium_eligens_61678 XQA-064 XQB-064 XQA XQB XQ XQ final TRUE
Eubacterium_eligens_61678 XRA-001 XRB-002 XRA XRB XR XR initial FALSE
Eubacterium_eligens_61678 XRA-029 XRB-029 XRA XRB XR XR pre-abx FALSE
