site_id after before
1754067 1 0
1754090 1 0
1754135 1 0
1754642 1 0
1754927 0.875 0
1755346 1 0
1755478 1 0
1756336 1 0
1756690 0.857 0
1756692 1 0
1756767 1 0
1757466 0.909 0
1757475 1 0
1757589 1 0
1757616 1 0
1757619 1 0
1757718 1 0
1757736 0.9 0
1757907 1 0
1757943 1 0
1757988 1 0
1758026 1 0
1758238 1 0
1758446 1 0
1758620 1 0
1759466 0.111 1
1759478 0.111 1
1759479 0.111 1
1760393 0.857 0
1760399 0.857 0
1760537 1 0
1760601 0.857 0
1762700 0.833 0
1763064 1 0
1764105 1 0
1764127 1 0
1764162 1 0
1764291 1 0
1764292 1 0
1764293 1 0
1764294 0.857 0
1764301 1 0
1764327 1 0
1764356 1 0
1764396 1 0
1764501 1 0
1764504 1 0
1764506 1 0
1764507 1 0
1764512 1 0
1764978 1 0
1764981 1 0
1765053 1 0
1765090 1 0
1765122 1 0
1765220 1 0
1765224 1 0
1765233 1 0
1765235 1 0
1765371 1 0
1765372 1 0
1765377 1 0
1765380 1 0
1765384 1 0
1766373 1 0
1766409 1 0
1766583 1 0
1766642 1 0
1768041 1 0
1770478 0.818 0
1770691 0.914 0.154
1773367 1 0.125
1775442 0.917 0.0833
1775469 1 0.0323
1776244 1 0.143
1776253 1 0.0455
1779957 0.852 0.0909
1779972 1 0.1
1784276 0.875 0
1784282 0.818 0
1784412 0.917 0.167
1787115 1 0
1787124 1 0
1789093 0.889 0.111
1789688 0.857 0
1790159 1 0
1791110 0 1
1791515 1 0
1791518 1 0
1791521 1 0
1791584 0 1
1791629 0 1
1791641 0 1
1791746 0 1
1791899 0 1
1791932 1 0
1791971 0.125 1
1791992 1 0
1792112 0 1
1792115 0.0909 1
1792118 0 1
1792121 0 1
1792124 0 1
1792192 0 1
1792725 0 1
1794381 1 0
1794391 0 1
1794409 1 0
1794510 1 0
1794814 0 1
1794815 0 1
1795467 1 0.0588
1795702 0 1
1808511 0 1
1808556 0 1
1808577 1 0
1808589 1 0
1808601 1 0
1808682 1 0
1808685 1 0
1808688 1 0
1808715 1 0
1808812 1 0
1808823 1 0
1809023 1 0
1809130 1 0
1809201 1 0
1809204 1 0
1809205 1 0
1809206 1 0
1809207 1 0
1809210 1 0
1809213 1 0
1809216 1 0
1810217 1 0
1810259 1 0
1810284 1 0
1810287 1 0
1810293 1 0
1810296 1 0
1810299 1 0
1810301 1 0
1811021 0 1
1811315 1 0
1812463 0 1
1812526 0 0.9
1812527 0 0.9
1812670 0 1
1812685 0 1
1812694 0 1
1812697 0 1
1812700 0 1
1812707 0 1
1812718 1 0
1812757 1 0
1812763 1 0
1812772 1 0
1812781 1 0
1813261 0 1
1813269 0 1
1813291 0 1
1813294 0 1
1813297 0 1
1813300 0 1
1813303 0 1
1813311 0 1
1813522 0 1
1813552 1 0
1813555 1 0
1813579 1 0
1813837 0 0.895
1813898 0 1
1813913 0 1
1813987 0 1
1813993 0 1
1813998 0 1
1814011 0 0.857
1814023 0 0.909
1814155 0 0.889
1814161 0 1
1814173 0 1
1814236 0 1
1814713 0 1
1822163 0 1
1822872 0 1
1822907 0 1
1822922 0 1
1822961 0 1
1822967 0 1
1823338 0 0.895
1823413 1 0
1823428 1 0
1823849 1 0.0952
1823894 1 0.0833
1823948 1 0.05
1823954 1 0.0476
1823978 1 0.2
1823993 1 0
1824254 1 0.188
1824333 1 0
1824340 1 0
1824783 1 0.0588
1824784 1 0.0667
1824785 1 0.0588
1824811 1 0.1
1824863 1 0.111
1824890 1 0
1824971 1 0.125
1824973 1 0.125
1825043 1 0
1825157 1 0.125
1825158 1 0.125
1825159 1 0.133
1825160 1 0.133
1825163 1 0.125
1825166 1 0.125
1825171 1 0.105
1825176 1 0.105
1825289 1 0
1825304 1 0
1825315 1 0
1825316 1 0
1825319 1 0
1825322 1 0
1825325 1 0
1825602 1 0.1
1825607 1 0.105
1825608 1 0.0952
1825664 1 0.105
1825694 1 0
1825721 1 0.118
1825739 1 0
1825844 1 0
1826973 0 1
1827723 0 1
1827736 0 1
1827976 0 1
1827977 0 1
1827980 0.0102 1
1827983 0 1
1827986 0 1
1827992 0 1
1828043 0 0.9
1828051 0 0.889
1828052 0 1
1828064 0 0.875
1828067 0 0.875
1828070 0 0.875
1828088 0 0.875
1828151 0 1
1828946 0 0.875
1828955 0 1
1828997 0 1
1829003 0 0.889
1829009 0 1
1829033 0 1
1829532 1 0
1829541 1 0
1829553 1 0
1832612 1 0.154
1832613 1 0
1832631 1 0.167
1832637 1 0.154
1832682 0 1
1832684 0 1
1832685 0 1
1832700 0 1
1832706 0 1
1832778 0.0625 1
1832801 0 1
1832808 0 1
1832832 0 1
1832835 0 1
1832853 0 1
1832898 0.0417 1
1832910 0 1
1832913 0 0.889
1832934 0 1
1832939 0 1
1832970 0 1
1832976 0 1
1833003 0 1
1833827 0 1
1833960 1 0.133
1834412 0 1
1837802 0 1
1838094 0 1
1838787 1 0.143
1840343 0.0244 1
1840552 1 0
1840555 1 0
1840556 1 0
1840558 1 0.0526
1840576 1 0.05
1840621 1 0.182
1842347 1 0
1842362 1 0
1842383 1 0
1842431 1 0
1842434 1 0
1842449 1 0
1842479 1 0
1842827 1 0.167
1844112 1 0.167
1844130 1 0
1844135 1 0
1844136 1 0
1844578 0 0.952
1844579 0 0.95
1844585 0 0.952
1844586 0 0.941
1844730 0 1
1844734 0 1
1847857 1 0
1847863 1 0
1847899 1 0
1847902 1 0
1849793 0 1
1850380 0 1
1850489 0 1
1850544 0 1
1850834 0 1
1851053 0 1
1851069 0 1
1851331 1 0
1851358 0 1
1851369 0 1
1851512 0 1
1852413 1 0
1852874 1 0
1855623 0 1
1855655 0 1
1856086 1 0
1856948 1 0
1859091 0.04 1
1859220 1 0
1859609 1 0
1859825 1 0
1860564 1 0
1860570 1 0
1860573 1 0
1860576 1 0
1860615 1 0
1860621 1 0
1860624 1 0
1860627 1 0
1860933 1 0
1861221 1 0
1861326 1 0
1861329 1 0
1861586 1 0
1861633 1 0
1861659 1 0
1861734 0 1
1862060 1 0
1862092 1 0
1862137 1 0
1862138 1 0
1862140 1 0
1862259 1 0
1862425 1 0
1862503 1 0.1
1862512 1 0.1
1862830 1 0
1862842 0.05 1
1862857 0.0556 1
1863265 1 0
1863358 1 0
1863738 1 0
1863778 1 0
1863836 1 0
1864180 1 0
1864183 1 0
1864222 1 0
1864325 1 0.111
1864358 1 0
1864360 1 0
1864588 1 0
1864616 1 0
1864618 1 0
1864635 1 0
1864761 1 0
1864845 1 0
1864938 1 0
1865047 1 0
1865257 1 0
1865556 1 0
1866269 1 0
1866290 1 0
1866767 1 0
1866925 1 0
1866971 1 0
1866992 1 0
1867022 1 0
1867214 0.833 0
1867231 1 0
1867348 1 0
1867423 1 0
1867472 1 0
1867694 1 0
1867916 1 0
1868114 0 1
1868177 1 0
1868236 1 0
1868252 1 0
1868335 1 0
1868555 1 0
1868564 1 0
1868678 0.833 0
1868687 0.857 0
1868828 1 0
1868835 1 0
1868836 0.167 1
1868842 0.027 1
1868953 0 1
1869000 0 1
1869083 1 0
1869102 1 0
1869111 1 0
1869123 1 0
1869129 1 0
1869144 0 1
1869193 1 0
1869408 0 1
1869504 1 0
1869505 1 0
1869579 1 0
1869599 0 1
1869612 0 1
1869826 0.833 0
1869831 1 0
1869868 1 0
1869888 1 0
1869891 0.9 0
1869897 0.9 0
1869910 0.857 0
1869916 0 1
1870281 0.933 0
1870299 1 0
1870341 0.85 0
1870374 1 0
1870422 1 0.105
1870841 1 0
1870908 0 1
1870934 0 1
1871079 0.0238 1
1871125 0 1
1871875 0 1
1871917 1 0
1871974 0 1
1871998 0 1
1872018 0 1
1872037 0 1
1872106 0 1
1873676 1 0
1875464 0 1
1877882 0 1
1878673 1 0
1879671 0 1
1879788 1 0
1880019 1 0
1880771 0 1
1881396 0 1
1881422 0 1
1881484 0 1
1881563 0 1
1881582 0 1
1881652 0 1
1881691 0 1
1881692 0 1
1881695 0 1
1881830 0 1
1882121 0 1
1882603 0.00758 1
1882664 0.0769 1
1882769 0 1
1882843 0 1
1882911 0 1
1882952 0 1
1883114 0 1
1883814 0 1
1883857 1 0
1883942 1 0
1884210 0 1
1884267 0 1
1884279 0 1
1884432 0 1
1884702 1 0
1884711 1 0
1884732 0 1
1884744 0 1
1884927 0.806 0
1885106 0.0333 1
1885461 1 0
1885518 0 1
1885519 1 0
1885533 1 0
1885632 0 1
1885633 0 1
1886002 1 0
1886254 0.833 0
1886334 0.833 0
1886416 0.857 0
1886527 0.889 0
1886536 0.875 0
1886548 0.875 0
1886566 0.9 0
1886636 0.938 0
1886638 0.941 0
1886665 0 1
1886680 0.917 0
1886719 0.909 0
1886725 0.857 0
1886726 1 0
1887225 1 0
1887234 1 0
1887246 0.81 0
1887496 0.909 0
1887517 0.909 0
1887567 1 0
1887678 1 0
1887843 0.979 0
1888068 1 0
1888149 0.833 0
1888152 0.833 0
1888164 0.833 0
1888173 0.833 0
1888233 0.889 0
1888765 0 1
1889440 1 0
1889503 1 0
1889509 1 0
1889515 1 0
1889548 1 0
1889558 1 0
1889559 1 0
1889567 1 0
1889569 1 0
1889592 1 0
1889669 1 0
1902873 0.933 0
1902882 0 1
1902918 1 0
1903137 0 1
1903944 1 0
1904153 1 0
1904325 1 0
1904327 1 0
1904332 1 0
1904386 1 0
1904401 0 1
1904464 0 1
1904506 0.875 0
1904509 0 1
1904513 0 1
1904548 1 0
1904557 1 0
1904575 1 0
1904634 1 0
1904738 1 0
1904752 0.0222 1
1904755 1 0
1904791 0 1
1905816 0 1
1906158 0 1
1906502 0 1
1906620 0 1
1906821 0 1
1906848 0 1
1906857 0 1
1906872 0 1
1906986 0.0345 1
1907548 0 1
1907562 0 1
1915149 1 0
1916588 1 0
1917085 1 0
1917209 1 0
1917233 1 0
1917305 1 0
1917335 1 0
1917581 1 0
1917671 1 0
1917731 1 0
1917737 1 0
1917770 1 0
1917788 1 0
1917830 1 0
1917836 1 0
1917857 1 0
1917902 1 0
1917905 1 0
1917959 1 0
1918016 1 0
1918034 1 0
1918085 1 0
1918094 1 0
1918178 1 0
1918208 1 0
1918223 1 0
1918226 1 0
1918232 1 0
1921139 1 0
1921861 0 1
1921975 0 1
1922372 0 1
1922402 0 1
1922417 0 1
1922420 0 1
1922429 0 1
1922469 0 1
1922477 0.083 1
1922497 0 1
1922534 0 1
1922540 0 1
1922552 0 1
1922561 0 1
1922576 0 1
1922594 0 1
1922635 0.048 1
1922654 0 1
1922675 0 1
1922684 1 0
1922698 1 0
1922699 1 0
1922711 0 1
1922732 1 0
1922747 0 1
1922748 1 0
1922780 1 0
1922823 1 0
1922870 0 1
1922872 0 1
1923004 1 0
1923007 1 0
1923013 1 0
1923018 1 0
1923019 1 0
1923533 0 1
1924031 1 0
1924307 0 1
1924451 1 0
1924508 1 0
1924592 1 0
1924601 1 0
1924604 1 0
1924636 0 1
1924655 0 1
1924658 0 1
1924673 1 0
1925227 0 1
1925236 1 0
1925348 0 1
1925405 1 0
1925420 1 0
1925431 1 0
1925510 1 0
1925513 1 0
1925561 1 0
1925594 1 0
1925624 1 0
1925643 1 0
1925714 1 0
1925842 1 0
1925890 1 0
1925926 1 0
1926097 1 0
1926226 1 0
1926250 1 0
1926389 1 0
1926434 1 0
1926455 1 0
1926523 1 0
1926547 1 0
1926564 1 0
1926569 1 0
1926570 1 0
1926586 1 0
1926599 1 0
1926619 1 0
1926620 1 0
1926631 1 0
1926680 1 0
1926694 1 0
1926696 1 0
1926767 1 0
1926854 1 0
1926868 1 0
1926882 1 0
1926896 1 0
1926902 1 0
1926918 0 1
1926950 1 0
1926968 1 0
1926971 1 0
1926983 1 0
1926986 1 0
1927046 1 0
1927053 1 0
1927063 0 1
1927075 1 0
1927076 1 0
1927084 0 1
1927112 1 0
1927118 1 0
1927124 1 0
1927132 0 1
1927189 1 0
1927205 1 0
1927208 1 0
1927209 1 0
1927235 0 1
1927236 1 0
1927283 1 0
1927289 1 0
1927331 1 0
1927334 1 0
1927342 0 1
1927406 1 0
1927417 0 1
1927418 0 1
1927474 0.0417 1
1927475 1 0
1927523 1 0
1927576 1 0
1927660 1 0
1927687 1 0
1927726 1 0
1927771 1 0
1927798 0 1
1927856 0 1
1927857 1 0
1928002 1 0
1928083 1 0
1928098 1 0
1928143 1 0
1928193 1 0
1928215 0.0114 1
1928230 0 1
1928329 1 0
1928353 1 0
1928488 1 0
1928563 1 0
1928596 1 0
1928739 0 1
1928761 1 0
1928802 1 0
1928805 1 0
1928806 1 0
1928814 1 0
1928839 1 0
1928844 1 0
1928848 1 0
1928862 0 1
1928866 0 1
1928869 0 1
1928872 0 1
1929063 1 0
1929110 1 0
1929131 0 1
1929161 1 0
1929173 1 0
1929182 1 0
1929206 1 0
1929224 1 0
1929254 1 0
1929266 1 0
1929286 1 0
1929452 1 0
1929453 1 0
1929454 0.857 0
1929470 0.833 0.0645
1929479 0 1
1929580 1 0
1933103 1 0.1
1933818 0 1
1933843 0 1
1934661 0 1
1934715 0 1
1934871 0 1
1934994 0.846 0
1935066 1 0
1935069 1 0
1935097 0.933 0
1936203 0.875 0
1936260 1 0.125
1936473 1 0
1936497 1 0
1936785 0.889 0
1936789 0.875 0
1936899 0.818 0
1936973 0.933 0
1937205 1 0
1937349 0 0.857
1937565 1 0
1937610 1 0
1937679 1 0
1937682 1 0
1937683 1 0
1937798 1 0
1937893 1 0.125
1937952 1 0.182
1937982 1 0.182
1938061 1 0
1938069 1 0
1938087 1 0
1938091 1 0
1938117 1 0
1938126 1 0
1938270 0 1
1938411 0.125 1
1938421 0 1
1938441 0 1
1938446 0 1
1939856 1 0
1940284 1 0
1940432 1 0
1940480 1 0
1940948 1 0.1
1941209 0 1
1941919 0 1
1941928 0 1
1942038 0.0323 1
1942489 1 0
1942492 1 0
1942980 1 0
1943192 1 0
1943507 1 0
1943684 1 0
1943712 1 0
1944723 1 0.1
1944842 1 0.0588
1944846 1 0.0588
1944849 1 0.0385
1945115 0 1
1945139 1 0
1945258 1 0
1946538 0 1
1946710 1 0
1946713 1 0
1946755 1 0
1946890 1 0
1946917 1 0
1946920 1 0
1946965 1 0
1946993 1 0
1947007 1 0
1947034 1 0
1947058 1 0
1947372 1 0
1947411 1 0
1947492 1 0.125
1947578 1 0.0833
1947591 1 0.0714
1947597 1 0.0769
1948251 1 0
1948291 1 0
1948294 1 0
1948298 1 0
1948301 0 1
1948316 1 0
1948550 1 0
1948552 1 0
1948569 1 0.0323
1948571 1 0
1948574 1 0
1948619 1 0
1948802 1 0
1948838 1 0
1949080 1 0
1949100 1 0
1949178 1 0
1949185 1 0
1949208 0.917 0
1949221 1 0
1949242 1 0
1949322 1 0
1949472 1 0
1949514 1 0
1949720 1 0
1949738 1 0
1949767 1 0
1949877 1 0
1949913 1 0
1949955 1 0
1950124 1 0
1950143 1 0
1950147 1 0
1950631 1 0
1950716 1 0
1950760 1 0
1950770 1 0
1950856 1 0
1950863 1 0
1950886 1 0
1950980 1 0
1951043 1 0
1951070 1 0
1951076 1 0
1951220 1 0
1951295 1 0
1951423 1 0
1951502 1 0
1951519 1 0
1951672 1 0
1951934 1 0
1951936 1 0
1954960 1 0
1955306 1 0
1955745 1 0.0385
1955748 1 0.0385
1956694 1 0
1956699 0 1
1956700 0 1
1956701 0 1
1956704 0.05 1
1956738 0 1
1956945 0 1
1956947 0 1
1956956 0 1
1957107 0 1
1957139 0 1
1957274 0.043 1
1957302 0 1
1957314 0 1
1957319 0 1
1957326 0 1
1957327 0 1
1957359 0 1
1957391 0 1
1957400 0 1
1961342 0.857 0.0769
1964681 0.9231 0
1964706 0.9231 0.053
1965087 0.962 0.143
1965709 1 0.0741
1966143 0 1
1967034 1 0.167
1967627 0 1
1967634 0 1
1967637 0 1
1967685 0 1
1967821 1 0.154
1995675 0 1
1996851 1 0
1996855 1 0.143
1998683 0 1
2006848 0 1
2006865 0 1
2006874 0 1
2008308 0 0.9
2008335 0 1
2008471 0 0.9091
2008512 0 0.938
2008872 0 1
2008935 0 1
2008936 0 1
2009863 0 0.833
2013126 1 0
2013508 1 0.154
2013937 1 0.143
2014692 1 0.15
2014755 1 0.04
2014791 1 0.04
2015187 0 1
2016078 0 1
2016150 0 1
2016620 1 0
2016765 0 1
2016864 0 1
2017111 0 0.909
2017160 0 1
2017192 0 1
2017219 0.0476 0.85
2017222 0 0.857
2017340 0 1
2017369 0 1
2020489 0 0.933
2021174 0 1
2022094 0 1
2022124 0 1
2022142 0 1
2022415 0 1
2022558 0 1
2025202 0 1
2029626 0 1
2032568 0 1
2032751 0 1
2033418 1 0.0625
2034064 0 1
2034352 0 1
2034381 0.0303 1
2034488 0 1
2036484 1 0.182
2036622 0.0625 1
2036625 0 1
2036637 0 1
2036645 0 0.897
2036646 0 0.889
2036652 0 0.909
2036655 0 0.903
2036742 0 1
2036760 0 1
2036765 0.0909 1
2036772 0 1
2036778 0 1
2036823 1 0.1
2036835 0 1
2036856 1 0.1
2036862 1 0.111
2036868 1 0.111
2036871 1 0.111
2036919 0 1
2036922 0 1
2037033 1 0.143
2037093 0 1
2037114 0 1
2037515 0 1
2038023 1 0.2
2038140 0 1
2038575 1 0
2038590 1 0
2038602 1 0
2038611 1 0
2038689 1 0.2
2043092 0 1
2049771 0 1
2050330 0 1
2050333 0 1
2050885 0 1
2050913 0 1
2050936 0 1
2051085 0 1
2051231 0 1
2054367 0 1
2056453 1 0
2057684 1 0.167
2057734 1 0.0909
2057739 1 0.1
2057748 1 0.0769
2057798 1 0.0435
2057799 1 0.0435
2057824 1 0.167
2057827 1 0.143
2057856 1 0.0476
2057858 1 0.125
2057859 1 0.125
2057868 1 0.125
2058272 0 1
2058317 0 1
2058518 0 1
2058560 0 1
2058621 0 1
2058710 0 1
2058724 0 1
2058894 0 0.882
2059014 0 1
2059021 0 1
2059023 0 1
2059062 0 1
2059082 0 1
2059087 0 1
2059941 0 1
2059976 0 1
2059989 0 1
2060017 0 1
2060414 1 0.105
2060646 0 1
2061033 0 1
2061106 0 1
2061122 0 1
2061124 0 1
2061161 0 1
2061242 0 1
2061254 0 1
2061260 0 1
2061269 0.048 1
2061320 0 1
2061372 0 1
2061380 0 1
2061407 0 1
2061423 0 1
2061479 0 1
2061503 0 1
2061515 0 1
2061536 0 1
2061563 0 1
2061578 0 1
2061629 0 1
2061652 0 1
2061659 0 1
2061677 0 1
2061680 0 1
2061686 0 1
2061765 0 1
2061885 0 1
2061937 0 1
2061954 0 1
2061990 0 1
2062012 0 1
2062078 0 1
2062079 0 1
2062108 0 1
2062110 0 1
2062116 0.0669999999999999 1
2062161 0 1
2062214 0 1
2062266 0 1
2062314 0 1
2062320 0 1
2062326 0 1
2062353 0 1
2062377 0 1
2062389 0 1
2062392 1 0
2062416 0 1
2062494 0 1
2062513 0 1
2062519 0 1
2062524 0 1
2062527 0 1
2062606 0.0303 1
2062611 0 1
2062673 0 1
2062674 0 1
2062682 0 1
2062688 0 1
2062695 0 1
2062983 0 1
2063788 0 1
2066451 1 0
2066474 1 0
2066475 1 0
2066519 1 0
2066768 1 0
2066799 1 0
2066853 1 0
2067218 1 0
2067964 0.846 0
2067966 0.833 0
2067968 1 0
2067974 1 0
2067983 1 0
2068394 1 0
2068397 1 0
2068430 1 0
2068440 1 0
2068476 1 0
2068486 1 0
2068553 1 0
2068703 1 0
2068759 1 0
2068772 1 0
2068781 1 0
2068804 1 0
2068829 1 0
2068856 1 0
2068872 1 0
2068898 1 0
2068943 1 0
2068952 1 0
2068958 1 0
2069009 1 0
2069265 1 0
2069411 1 0
2069452 1 0
2069509 1 0
2069926 1 0
2069947 1 0
2070208 1 0
2070668 1 0
2070669 1 0
2070679 1 0
2070819 1 0
2070900 1 0
2070906 1 0
2070911 1 0
2070947 1 0
2071109 1 0
2071261 1 0
2071415 1 0
2071530 1 0
2071598 1 0
2071635 1 0
2071664 1 0
2071971 1 0
2072128 1 0
2072235 1 0
2072241 1 0
2072454 1 0
2072499 1 0
2072514 1 0
2072523 1 0
2072526 1 0
2072527 1 0
2072528 1 0
2072529 1 0
2072530 1 0
2072541 1 0
2073450 1 0
2073455 1 0
2073523 1 0
2073578 1 0
2073634 1 0
2073694 1 0
2073722 1 0
2073796 0 1
2073799 1 0
2073849 1 0
2073853 1 0
2074012 0.0435 1
2074032 1 0
2074135 1 0
2074219 1 0
2074279 0 1
2074375 0 1
2074378 0 1
2074379 0 1
2074380 0 1
2074381 0 1
2074392 0 1
2074404 0 1
2074408 0 1
2074411 1 0
2074474 0 1
2074519 0 1
2074525 0 1
2074534 0 1
2074540 0 1
2074582 0 1
2074621 1 0
2074650 0.0625 1
2074708 0.0103 1
2074774 0 1
2074852 0 1
2074951 0 1
2074975 0 1
2075008 1 0
2075032 0 1
2075035 0 1
2075065 0 1
2075104 0 1
2075164 0 1
2075212 0 1
2075350 0.0556 1
2075353 0 1
2075371 0 1
2075395 1 0
2075428 1 0
2075443 1 0
2075470 1 0
2075487 0 1
2075488 0 1
2075491 0 1
2075518 1 0
2075677 0 1
2075710 0 1
2075767 1 0
2075824 0 1
2075827 0 1
2075872 0 1
2076235 1 0
2076238 1 0
2076241 1 0
2076247 1 0
2076348 0 1
2076367 0 1
2076375 0 1
2076377 1 0
2076437 0 1
2076485 0 1
2076499 0 1
2076723 0 1
2076753 0 1
2076756 0 1
2076769 1 0
2076770 1 0
2076780 1 0
2078432 1 0
2078446 1 0
2078660 1 0
2079063 1 0
2081654 1 0.2
2084017 0 1
2084026 1 0
2084291 0 1
2090399 1 0
2090533 0.833 0
2090884 0.857 0
2090949 1 0
2090968 1 0
2090971 0.929 0
2090994 0.867 0
2097908 0 1
2098053 0 1
2098292 0.0278 1
2099387 1 0
2099726 1 0
2099960 1 0
2100131 0.85 0
2100155 0.88 0
2100188 0.9 0
2100932 0.9 0
2100948 1 0
2101347 0.857 0
2101364 0.889 0
2101490 1 0
2102273 1 0
2102324 0.833 0
2102397 0.833 0
2102433 1 0
2102450 1 0
2102456 0.889 0
2102462 0.889 0
2102534 1 0
2102588 1 0
2102634 1 0
2102647 1 0
2102828 0.889 0
2102829 1 0
2102876 0.857 0
2102996 0.875 0
2111556 0 1
2111743 1 0.125
2111974 0 1
2111986 0 1
2111987 0 1
2112136 0 1
2112617 0 1
2112618 0 1
2113547 0 1
2113653 0.083 1
2114003 0 1
2116338 1 0
2116466 1 0
2116927 0.0163 1
2116934 0 1
2116955 0 1
2117230 0 1
2117364 0 1
2117468 0 1
2117488 0 1
2117638 1 0
2117707 1 0.05
2117728 1 0.0455
2117760 1 0.0303
2118202 1 0.095
2118211 0 1
2118268 0 1
2118310 0 1
2118316 0 1
2118370 0 1
2126884 0.1 1
2126886 0.0909 1
2127141 0 1
2127532 0 1
2128725 0 1
2128874 1 0
2128918 1 0
2129682 1 0.125
2142953 1 0.174
2142990 1 0.143
2142996 1 0.143
2145105 0 1
2145113 0 1
2145144 0 0.889
2145159 0 0.833
2145201 0 1
2145213 0 1
2145217 0 1
2145228 0 1
2145243 0 1
2145249 0 1
2145489 1 0
2145492 1 0
2145507 1 0.0667
2145510 1 0.0645
2145516 1 0.0714
2145756 1 0.111
2145757 1 0.111
2145947 1 0.167
2146137 1 0.174
2146149 1 0.182
2146182 1 0.154
2146711 1 0.043
2146719 1 0.143
2146810 1 0.154
2147200 0 1
2147323 1 0.188
2147337 0 1
2147346 1 0.188
2147731 1 0.0556
2147738 1 0.0435
2148197 0 1
2148209 0.0312 1
2148245 0.0222 1
2148248 0 1
2148257 0 1
2150259 1 0.12
2150654 1 0.1
2151974 0 1
2152163 0 1
2152348 1 0.105
2152950 0 1
2154138 1 0.125
2154141 1 0.125
2154168 1 0.111
2154323 1 0.136
2154324 1 0.12
2154335 1 0.15
2154340 1 0.136
2154729 1 0.167
2154754 1 0.1
2154776 1 0.0769
2154779 1 0
2155072 0 1
2155199 1 0.182
2155224 0 1
2155338 1 0.1
2155860 0 1
2156441 0 1
2156732 0 0.9565
2157267 0 0.944
2157394 1 0
2157804 0 1
2160155 0 1
2160158 0 1
2160174 0 1
2160224 0 1
2160252 0 1
2160273 0 1
2160405 0 1
2160459 0 1
2160468 0 1
2160477 0 1
2160552 0 1
2160561 0.0263 1
2160591 0 1
2160594 0 1
2160597 0 1
2160600 0.05 1
2160601 0 1
2160604 0 1
2161536 1 0
2164191 0 0.818
2165040 1 0.0833
2165064 1 0.0769
2165066 1 0.0833
2165075 1 0.1
2165076 0 0.926
2165268 0 1
2165349 0 1
2165403 0 1
2167174 1 0.167
2170268 1 0
2171039 1 0
2171295 1 0
2171304 1 0
2171322 1 0
2171493 1 0.182
2171801 1 0.1
2172084 0 1
2172388 1 0.154
2172403 1 0.2
2172421 1 0.182
2172958 0 1
2172997 0 1
2173001 0 1
2173046 0 1
2173060 0 1
2173068 0 1
2173093 0 1
2173100 0 1
2173105 0 1
2173109 0 1
2173125 0 1
2173144 0 1
2173253 0 1
2173347 0 1
2173365 0 1
2173374 0 1
2173391 0 1
2173458 0 0.833
2173524 0 1
2173527 0 1
2173530 0 1
2173554 0 1
2173731 1 0.2
2173830 0.0351 1
2176988 0 1
2177006 0 1
2177012 0 1
2177129 0 1
2177134 0 1
2177221 0 0.857
2177412 0 0.897
2177445 0 1
2177451 0 1
2177496 0 1
2177522 0 1
2177616 0 1
2177634 0 1
2177788 0 1
2178026 0 1
2178029 0 1
2178067 0 1
2178734 0 1
2178749 0 1
2178965 0 1
2179037 0 1
2179055 0 1
2179058 0 1
2179109 0 1
2179118 0 1
2179151 0 1
2179172 0 1
2179181 0 1
2179184 0 1
2179195 0 1
2179214 0 1
2179259 0 1
2179313 0 1
2179319 0 1
2179322 0 1
2179337 0 1
2179565 0 1
2179580 0.037 1
2179598 0 1
2179619 0 1
2179714 0 1
2179898 0 0.909
2179997 0 1
2180398 0 0.833
2180411 0 0.833
2180453 0 1
2180459 0 1
2180480 0 1
2180483 0 1
2180489 0 1
2180504 0 1
2180549 0.0909 1
2180567 0 1
2180569 0 1
2180965 1 0
2182033 0 1
2182623 1 0.167
2182897 1 0
2182993 1 0
2183804 1 0
2183822 1 0
2183840 1 0
2183850 1 0
2184172 1 0
2184317 1 0
2184320 1 0
2184473 0 1
2184578 0 1
2185382 1 0
2185653 0 1
2186051 0 1
2186282 0 1
2186367 0 1
2186477 0 1
2186817 0 1
2187806 1 0
2187812 1 0
2187842 1 0
2202016 0 1
2202076 1 0
2202082 1 0
2202085 1 0
2202088 1 0
2202094 1 0
2202354 1 0
2202776 1 0
2202777 0 1
2202778 0 1
2202815 1 0
2202830 0 1
2202860 1 0
2202863 1 0
2202869 1 0
2202879 0 1
2202880 1 0
2202907 1 0
2202908 1 0
2203064 1 0
2203073 1 0
2203088 1 0
2203192 1 0
2203201 1 0
2203202 1 0
2203256 1 0
2203265 1 0
2203295 1 0
2203306 1 0
2207747 1 0
2207821 1 0
2207830 1 0
2207831 1 0
2207912 1 0
2208257 0 1
2208272 0 1
2208453 1 0
2212653 1 0
2217556 0 0.889
2247470 1 0.0833
2253040 1 0
2261234 1 0.143
2261237 1 0
2261248 1 0
2261264 1 0
2262388 0 0.875
2271915 0.9167 0
2271948 0.857 0
2274841 0 0.958
2275154 0.833 0
2275520 0.833 0
2275544 0.857 0
2275593 0.92 0
2275599 0.913 0
2276496 1 0
2280789 1 0
2280804 1 0
2282270 1 0
2282591 0.833 0
2282604 0.857 0
2283175 0.9 0
2283197 0.9 0
2283222 1 0
2283446 0.857 0
2283465 0.875 0
2286032 1 0
2286043 1 0
2287481 1 0.2
2296414 0 1
2296426 0 1
2296432 0 1
2296452 0 1
2296473 0 1
2296531 1 0.167
2296543 1 0.143
2296557 1 0.143
2296560 1 0.143
2296586 1 0
2296591 1 0
2296596 0 1
2296597 1 0
