sample	subject	hh	timepoint	species_id	relative_abundance	totalReads	speciesColonizedTransientlyMain	speciesColonizedTransientlyAll	timeOfRecoveryColonizationTurnover	typeOfRecoveryColonizationTurnover	r	K	tstar	closest_t_before_tstar	closest_t_after_star	inferred_tau	inferred_f0	Reason	tstarTimepoint	timepointIndex	timepointIndexTstar	lastUndetectableTimepointIndexBeforeTstar	lastUndetectableTimepointBeforeTstar	lastTimepointBeforeTstar	numTimepointsToReachK	timeIntervalToReachK
XIA-050	XIA	XI	50	Adlercreutzia_equolifaciens_60310	0.00327307292253	31924	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	24	23	22	40	40	1	5
XIA-057	XIA	XI	57	Adlercreutzia_equolifaciens_60310	0.00263824356391	67289	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	25	23	22	40	40	1	5
XIA-064	XIA	XI	64	Adlercreutzia_equolifaciens_60310	0.00118658862099	92834	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	26	23	22	40	40	1	5
XIA-199	XIA	XI	199	Adlercreutzia_equolifaciens_60310	0.0015939288912	57661	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	27	23	22	40	40	1	5
XIA-259	XIA	XI	259	Adlercreutzia_equolifaciens_60310	0.000479912737316	96212	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	28	23	22	40	40	1	5
XIA-277	XIA	XI	277	Adlercreutzia_equolifaciens_60310	0.00110924859799	60751	NA	NA	45	unknown strain	0.704941	0.00143981	44.9955	40	45	35	1.25358e-06	SUCCESS	45	29	23	22	40	40	1	5
XIA-002	XIA	XI	2	Bacteroidales_bacterium_58650	0.00509866863643	33960	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	1	25	24	50	50	1	7
XIA-008	XIA	XI	8	Bacteroidales_bacterium_58650	0.00383448518592	41625	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	2	25	24	50	50	1	7
XIA-015	XIA	XI	15	Bacteroidales_bacterium_58650	0.00730018863497	27972	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	3	25	24	50	50	1	7
XIA-022	XIA	XI	22	Bacteroidales_bacterium_58650	0.00866685403643	16532	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	4	25	24	50	50	1	7
XIA-023	XIA	XI	23	Bacteroidales_bacterium_58650	0.0177206399776	14096	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	5	25	24	50	50	1	7
XIA-024	XIA	XI	24	Bacteroidales_bacterium_58650	0.0066518337454	23390	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	6	25	24	50	50	1	7
XIA-025	XIA	XI	25	Bacteroidales_bacterium_58650	0.00914726284901	19759	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	7	25	24	50	50	1	7
XIA-026	XIA	XI	26	Bacteroidales_bacterium_58650	0.0149054875819	41948	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	8	25	24	50	50	1	7
XIA-027	XIA	XI	27	Bacteroidales_bacterium_58650	0.00987004478458	33097	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	9	25	24	50	50	1	7
XIA-028	XIA	XI	28	Bacteroidales_bacterium_58650	0.0120931211235	32825	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	10	25	24	50	50	1	7
XIA-029	XIA	XI	29	Bacteroidales_bacterium_58650	0.00557791316798	65239	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	11	25	24	50	50	1	7
XIA-030	XIA	XI	30	Bacteroidales_bacterium_58650	0.000500487721069	12941	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	12	25	24	50	50	1	7
XIA-031	XIA	XI	31	Bacteroidales_bacterium_58650	0.000450787373989	11255	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	13	25	24	50	50	1	7
XIA-032	XIA	XI	32	Bacteroidales_bacterium_58650	0	18621	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	14	25	24	50	50	1	7
XIA-033	XIA	XI	33	Bacteroidales_bacterium_58650	0	16510	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	15	25	24	50	50	1	7
XIA-034	XIA	XI	34	Bacteroidales_bacterium_58650	0	57254	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	16	25	24	50	50	1	7
XIA-035	XIA	XI	35	Bacteroidales_bacterium_58650	0	26528	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	17	25	24	50	50	1	7
XIA-036	XIA	XI	36	Bacteroidales_bacterium_58650	0	45295	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	18	25	24	50	50	1	7
XIA-037	XIA	XI	37	Bacteroidales_bacterium_58650	0	11329	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	19	25	24	50	50	1	7
XIA-038	XIA	XI	38	Bacteroidales_bacterium_58650	0	14719	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	20	25	24	50	50	1	7
XIA-039	XIA	XI	39	Bacteroidales_bacterium_58650	4.41727121336e-05	24050	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	21	25	24	50	50	1	7
XIA-040	XIA	XI	40	Bacteroidales_bacterium_58650	0	9882	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	22	25	24	50	50	1	7
XIA-045	XIA	XI	45	Bacteroidales_bacterium_58650	0	31100	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	23	25	24	50	50	1	7
XIA-050	XIA	XI	50	Bacteroidales_bacterium_58650	0	31924	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	24	25	24	50	50	1	7
XIA-057	XIA	XI	57	Bacteroidales_bacterium_58650	0.00142449664718	67289	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	25	25	24	50	50	1	7
XIA-064	XIA	XI	64	Bacteroidales_bacterium_58650	0.000956773803126	92834	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	26	25	24	50	50	1	7
XIA-199	XIA	XI	199	Bacteroidales_bacterium_58650	0	57661	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	27	25	24	50	50	1	7
XIA-259	XIA	XI	259	Bacteroidales_bacterium_58650	0	96212	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	28	25	24	50	50	1	7
XIA-277	XIA	XI	277	Bacteroidales_bacterium_58650	0	60751	NA	NA	57	unknown strain	0.613277	0.00115963	56.9999	50	57	35	1.60256e-09	SUCCESS	57	29	25	24	50	50	1	7
XIA-002	XIA	XI	2	Bacteroides_fragilis_54507	0	33960	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	1	29	27	199	259	2	78
XIA-008	XIA	XI	8	Bacteroides_fragilis_54507	0	41625	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	2	29	27	199	259	2	78
XIA-015	XIA	XI	15	Bacteroides_fragilis_54507	0	27972	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	3	29	27	199	259	2	78
XIA-022	XIA	XI	22	Bacteroides_fragilis_54507	0	16532	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	4	29	27	199	259	2	78
XIA-023	XIA	XI	23	Bacteroides_fragilis_54507	0	14096	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	5	29	27	199	259	2	78
XIA-024	XIA	XI	24	Bacteroides_fragilis_54507	0	23390	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	6	29	27	199	259	2	78
XIA-025	XIA	XI	25	Bacteroides_fragilis_54507	0	19759	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	7	29	27	199	259	2	78
XIA-026	XIA	XI	26	Bacteroides_fragilis_54507	4.85603440592e-06	41948	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	8	29	27	199	259	2	78
XIA-027	XIA	XI	27	Bacteroides_fragilis_54507	0	33097	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	9	29	27	199	259	2	78
XIA-028	XIA	XI	28	Bacteroides_fragilis_54507	0	32825	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	10	29	27	199	259	2	78
XIA-029	XIA	XI	29	Bacteroides_fragilis_54507	0	65239	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	11	29	27	199	259	2	78
XIA-030	XIA	XI	30	Bacteroides_fragilis_54507	0	12941	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	12	29	27	199	259	2	78
XIA-031	XIA	XI	31	Bacteroides_fragilis_54507	0	11255	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	13	29	27	199	259	2	78
XIA-032	XIA	XI	32	Bacteroides_fragilis_54507	0	18621	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	14	29	27	199	259	2	78
XIA-033	XIA	XI	33	Bacteroides_fragilis_54507	0	16510	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	15	29	27	199	259	2	78
XIA-034	XIA	XI	34	Bacteroides_fragilis_54507	0	57254	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	16	29	27	199	259	2	78
XIA-035	XIA	XI	35	Bacteroides_fragilis_54507	0	26528	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	17	29	27	199	259	2	78
XIA-036	XIA	XI	36	Bacteroides_fragilis_54507	0	45295	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	18	29	27	199	259	2	78
XIA-037	XIA	XI	37	Bacteroides_fragilis_54507	0	11329	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	19	29	27	199	259	2	78
XIA-038	XIA	XI	38	Bacteroides_fragilis_54507	0	14719	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	20	29	27	199	259	2	78
XIA-039	XIA	XI	39	Bacteroides_fragilis_54507	0	24050	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	21	29	27	199	259	2	78
XIA-040	XIA	XI	40	Bacteroides_fragilis_54507	0	9882	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	22	29	27	199	259	2	78
XIA-045	XIA	XI	45	Bacteroides_fragilis_54507	0	31100	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	23	29	27	199	259	2	78
XIA-050	XIA	XI	50	Bacteroides_fragilis_54507	0	31924	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	24	29	27	199	259	2	78
XIA-057	XIA	XI	57	Bacteroides_fragilis_54507	0	67289	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	25	29	27	199	259	2	78
XIA-064	XIA	XI	64	Bacteroides_fragilis_54507	0	92834	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	26	29	27	199	259	2	78
XIA-199	XIA	XI	199	Bacteroides_fragilis_54507	0	57661	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	27	29	27	199	259	2	78
XIA-259	XIA	XI	259	Bacteroides_fragilis_54507	0.0011092891685	96212	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	28	29	27	199	259	2	78
XIA-277	XIA	XI	277	Bacteroides_fragilis_54507	0.0175026363975	60751	NA	FALSE	259	new species	0.151072	0.0171661	277	259	277	118.276	6.61936e-13	SUCCESS	277	29	29	27	199	259	2	78
XIA-002	XIA	XI	2	Bacteroides_stercoris_56735	0.0280463268779	33960	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	1	15	12	30	32	3	3
XIA-008	XIA	XI	8	Bacteroides_stercoris_56735	0.0215455152249	41625	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	2	15	12	30	32	3	3
XIA-015	XIA	XI	15	Bacteroides_stercoris_56735	0.0234397664318	27972	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	3	15	12	30	32	3	3
XIA-022	XIA	XI	22	Bacteroides_stercoris_56735	0.0350149134122	16532	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	4	15	12	30	32	3	3
XIA-023	XIA	XI	23	Bacteroides_stercoris_56735	0.0309393042329	14096	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	5	15	12	30	32	3	3
XIA-024	XIA	XI	24	Bacteroides_stercoris_56735	0.0198797172481	23390	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	6	15	12	30	32	3	3
XIA-025	XIA	XI	25	Bacteroides_stercoris_56735	0.0288104208342	19759	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	7	15	12	30	32	3	3
XIA-026	XIA	XI	26	Bacteroides_stercoris_56735	0.032814849264	41948	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	8	15	12	30	32	3	3
XIA-027	XIA	XI	27	Bacteroides_stercoris_56735	0.0328565457031	33097	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	9	15	12	30	32	3	3
XIA-028	XIA	XI	28	Bacteroides_stercoris_56735	0.0387598416164	32825	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	10	15	12	30	32	3	3
XIA-029	XIA	XI	29	Bacteroides_stercoris_56735	0.0197590977111	65239	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	11	15	12	30	32	3	3
XIA-030	XIA	XI	30	Bacteroides_stercoris_56735	0	12941	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	12	15	12	30	32	3	3
XIA-031	XIA	XI	31	Bacteroides_stercoris_56735	0.000826979405064	11255	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	13	15	12	30	32	3	3
XIA-032	XIA	XI	32	Bacteroides_stercoris_56735	0.005399636902	18621	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	14	15	12	30	32	3	3
XIA-033	XIA	XI	33	Bacteroides_stercoris_56735	0.132175046436	16510	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	15	15	12	30	32	3	3
XIA-034	XIA	XI	34	Bacteroides_stercoris_56735	0.0727909481576	57254	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	16	15	12	30	32	3	3
XIA-035	XIA	XI	35	Bacteroides_stercoris_56735	0.065190894803	26528	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	17	15	12	30	32	3	3
XIA-036	XIA	XI	36	Bacteroides_stercoris_56735	0.0868027304543	45295	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	18	15	12	30	32	3	3
XIA-037	XIA	XI	37	Bacteroides_stercoris_56735	0.155823241094	11329	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	19	15	12	30	32	3	3
XIA-038	XIA	XI	38	Bacteroides_stercoris_56735	0.230492438282	14719	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	20	15	12	30	32	3	3
XIA-039	XIA	XI	39	Bacteroides_stercoris_56735	0.197203702341	24050	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	21	15	12	30	32	3	3
XIA-040	XIA	XI	40	Bacteroides_stercoris_56735	0.160689683943	9882	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	22	15	12	30	32	3	3
XIA-045	XIA	XI	45	Bacteroides_stercoris_56735	0.113267672535	31100	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	23	15	12	30	32	3	3
XIA-050	XIA	XI	50	Bacteroides_stercoris_56735	0.0749380670466	31924	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	24	15	12	30	32	3	3
XIA-057	XIA	XI	57	Bacteroides_stercoris_56735	0.0305274784791	67289	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	25	15	12	30	32	3	3
XIA-064	XIA	XI	64	Bacteroides_stercoris_56735	0.0745229233876	92834	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	26	15	12	30	32	3	3
XIA-199	XIA	XI	199	Bacteroides_stercoris_56735	0.119024902123	57661	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	27	15	12	30	32	3	3
XIA-259	XIA	XI	259	Bacteroides_stercoris_56735	0.00731928980261	96212	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	28	15	12	30	32	3	3
XIA-277	XIA	XI	277	Bacteroides_stercoris_56735	0.0257372283175	60751	NA	NA	35	same strain	2.46749	0.0782281	32.9996	32	33	30	3.86369e-05	SUCCESS	33	29	15	12	30	32	3	3
XIA-002	XIA	XI	2	Bacteroides_thetaiotaomicron_56941	0.0020449979308	33960	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	1	25	24	50	50	1	7
XIA-008	XIA	XI	8	Bacteroides_thetaiotaomicron_56941	0.00255805456201	41625	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	2	25	24	50	50	1	7
XIA-015	XIA	XI	15	Bacteroides_thetaiotaomicron_56941	0.00615795946782	27972	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	3	25	24	50	50	1	7
XIA-022	XIA	XI	22	Bacteroides_thetaiotaomicron_56941	0.00167308652951	16532	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	4	25	24	50	50	1	7
XIA-023	XIA	XI	23	Bacteroides_thetaiotaomicron_56941	0.00299760250305	14096	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	5	25	24	50	50	1	7
XIA-024	XIA	XI	24	Bacteroides_thetaiotaomicron_56941	0.00161091877648	23390	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	6	25	24	50	50	1	7
XIA-025	XIA	XI	25	Bacteroides_thetaiotaomicron_56941	0.00222473026682	19759	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	7	25	24	50	50	1	7
XIA-026	XIA	XI	26	Bacteroides_thetaiotaomicron_56941	0.0040176770294	41948	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	8	25	24	50	50	1	7
XIA-027	XIA	XI	27	Bacteroides_thetaiotaomicron_56941	0.00194773037773	33097	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	9	25	24	50	50	1	7
XIA-028	XIA	XI	28	Bacteroides_thetaiotaomicron_56941	0.0014502640234	32825	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	10	25	24	50	50	1	7
XIA-029	XIA	XI	29	Bacteroides_thetaiotaomicron_56941	0.00332331805961	65239	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	11	25	24	50	50	1	7
XIA-030	XIA	XI	30	Bacteroides_thetaiotaomicron_56941	0	12941	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	12	25	24	50	50	1	7
XIA-031	XIA	XI	31	Bacteroides_thetaiotaomicron_56941	0	11255	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	13	25	24	50	50	1	7
XIA-032	XIA	XI	32	Bacteroides_thetaiotaomicron_56941	0	18621	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	14	25	24	50	50	1	7
XIA-033	XIA	XI	33	Bacteroides_thetaiotaomicron_56941	0	16510	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	15	25	24	50	50	1	7
XIA-034	XIA	XI	34	Bacteroides_thetaiotaomicron_56941	0	57254	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	16	25	24	50	50	1	7
XIA-035	XIA	XI	35	Bacteroides_thetaiotaomicron_56941	0	26528	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	17	25	24	50	50	1	7
XIA-036	XIA	XI	36	Bacteroides_thetaiotaomicron_56941	0	45295	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	18	25	24	50	50	1	7
XIA-037	XIA	XI	37	Bacteroides_thetaiotaomicron_56941	0	11329	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	19	25	24	50	50	1	7
XIA-038	XIA	XI	38	Bacteroides_thetaiotaomicron_56941	0	14719	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	20	25	24	50	50	1	7
XIA-039	XIA	XI	39	Bacteroides_thetaiotaomicron_56941	0.000132414346617	24050	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	21	25	24	50	50	1	7
XIA-040	XIA	XI	40	Bacteroides_thetaiotaomicron_56941	0	9882	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	22	25	24	50	50	1	7
XIA-045	XIA	XI	45	Bacteroides_thetaiotaomicron_56941	0	31100	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	23	25	24	50	50	1	7
XIA-050	XIA	XI	50	Bacteroides_thetaiotaomicron_56941	0	31924	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	24	25	24	50	50	1	7
XIA-057	XIA	XI	57	Bacteroides_thetaiotaomicron_56941	0.00134165812721	67289	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	25	25	24	50	50	1	7
XIA-064	XIA	XI	64	Bacteroides_thetaiotaomicron_56941	0.000302895136054	92834	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	26	25	24	50	50	1	7
XIA-199	XIA	XI	199	Bacteroides_thetaiotaomicron_56941	1.39968176071e-05	57661	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	27	25	24	50	50	1	7
XIA-259	XIA	XI	259	Bacteroides_thetaiotaomicron_56941	2.70112027127e-06	96212	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	28	25	24	50	50	1	7
XIA-277	XIA	XI	277	Bacteroides_thetaiotaomicron_56941	0	60751	NA	NA	57	unknown strain	0.526496	0.000632887	57	50	57	35	5.90103e-09	SUCCESS	57	29	25	24	50	50	1	7
XIA-002	XIA	XI	2	Barnesiella_intestinihominis_62208	0.00441714405495	33960	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	1	25	24	50	50	1	7
XIA-008	XIA	XI	8	Barnesiella_intestinihominis_62208	0.00304676553008	41625	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	2	25	24	50	50	1	7
XIA-015	XIA	XI	15	Barnesiella_intestinihominis_62208	0.00576382204438	27972	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	3	25	24	50	50	1	7
XIA-022	XIA	XI	22	Barnesiella_intestinihominis_62208	0.00563842204601	16532	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	4	25	24	50	50	1	7
XIA-023	XIA	XI	23	Barnesiella_intestinihominis_62208	0.00783922945808	14096	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	5	25	24	50	50	1	7
XIA-024	XIA	XI	24	Barnesiella_intestinihominis_62208	0.00392980469032	23390	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	6	25	24	50	50	1	7
XIA-025	XIA	XI	25	Barnesiella_intestinihominis_62208	0.00568513436166	19759	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	7	25	24	50	50	1	7
XIA-026	XIA	XI	26	Barnesiella_intestinihominis_62208	0.00951797568801	41948	NA	NA	57	unknown strain	0.604796	0.00109265	56.9996	50	57	35	1.82005e-09	SUCCESS	57	8	25	24	50	50	1	7
