species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Pontibacter_actiniarum_62170	709015.3	Pontibacter actiniarum DSM 19842	709015	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter	Pontibacter actiniarum	131567;2;68336;976;768503;768507;89373;323449;323450;709015	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;Pontibacter actiniarum;Pontibacter actiniarum DSM 19842
Deinococcus_maricopensis_62173	709986.3	Deinococcus maricopensis DSM 21211	709986	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	131567;2;1297;188787;118964;183710;1298;309887;709986	cellular organisms;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus maricopensis;Deinococcus maricopensis DSM 21211
Herbaspirillum_sp_62172	709839.3	Herbaspirillum sp. TSA66	709839	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. TSA66	131567;2;1224;28216;80840;75682;963;709839	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. TSA66
Frankia_sp_62175	710111.3	Frankia sp. QA3	710111	Bacteria	Actinobacteria	Actinobacteridae	Frankineae	Frankiaceae	Frankia	Frankia sp. QA3	131567;2;201174;1760;85003;2037;85013;74712;1854;710111	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Frankiaceae;Frankia;Frankia sp. QA3
Odoribacter_splanchnicus_62174	709991.3	Odoribacter splanchnicus DSM 220712	709991	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter splanchnicus	131567;2;68336;976;200643;171549;171551;283168;28118;709991	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;Odoribacter splanchnicus;Odoribacter splanchnicus DSM 20712
Mycobacterium_rhodesiae_62177	710685.3	Mycobacterium rhodesiae NBB3	710685	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Mycobacteriaceae	Mycobacterium	Mycobacterium rhodesiae	131567;2;201174;1760;85003;2037;85007;1762;1763;36814;710685	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium rhodesiae;Mycobacterium rhodesiae NBB3
Mycobacterium_chubuense_62176	710421.3	Mycobacterium chubuense NBB4	710421	Bacteria	Actinobacteria	Actinobacteridae	Corynebacterineae	Mycobacteriaceae	Mycobacterium	Mycobacterium chubuense	131567;2;201174;1760;85003;2037;85007;1762;1763;1800;710421	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chubuense;Mycobacterium chubuense NBB4
Clostridium_intestinale_59988	1294142.3	Clostridium intestinale URNW	1294142	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium intestinale	131567;2;1239;186801;186802;31979;1485;36845;1294142	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium intestinale;Clostridium intestinale URNW
Pseudomonas_denitrificans_59989	1294143.3	Pseudomonas denitrificans ATCC 13867	1294143	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas denitrificans	131567;2;1224;1236;72274;135621;286;136844;43306;1294143	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas pertucinogena group;Pseudomonas denitrificans;Pseudomonas denitrificans ATCC 13867
Halanaerobium_saccharolyticum_59986	1293054.3	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	1293054	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium saccharolyticum subsp. saccharolyticum	131567;2;1239;186801;53433;972;2330;43595;267736;1293054	cellular organisms;Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium saccharolyticum;Halanaerobium saccharolyticum subsp. saccharolyticum;Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643
Bartonella_bacilliformis_59987	1293911.3	Bartonella bacilliformis Ver097	1293911	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella bacilliformis	131567;2;1224;28211;356;772;773;774;1293911	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella bacilliformis;Bartonella bacilliformis Ver097
Caulobacter_crescentus_59984	1292034.3	Caulobacter crescentus OR37	1292034	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	131567;2;1224;28211;204458;76892;75;155892;1292034	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter vibrioides;Caulobacter crescentus OR37
Helicobacter_pylori_59985	1292040.3	Helicobacter pylori CG-IMSS-2012	1292040	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;1292040	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori CG-IMSS-2012
Pseudomonas_cremoricolorata_59982	1292028.3	Pseudomonas cremoricolorata DSM 17059	1292028	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cremoricolorata	131567;2;1224;1236;72274;135621;286;157783;1292028	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas cremoricolorata;Pseudomonas cremoricolorata DSM 17059
Pseudomonas_vranovensis_59983	1292031.3	Pseudomonas vranovensis DSM 16006	1292031	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas vranovensis	131567;2;1224;1236;72274;135621;286;321661;1292031	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas vranovensis;Pseudomonas vranovensis DSM 16006
Desulfovibrio_sp_59980	1292024.3	Desulfovibrio sp. Dsv1	1292024	Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp. Dsv1	131567;2;1224;68525;28221;213115;194924;872;1292024	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. Dsv1
Pseudomonas_azotifigens_59981	1292027.3	Pseudomonas azotifigens DSM 17556	1292027	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotifigens	131567;2;1224;1236;72274;135621;286;291995;1292027	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas azotifigens;Pseudomonas azotifigens DSM 17556
Bradyrhizobium_sp_59186	113395.3	Bradyrhizobium sp. Tv2a-2	113395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. Tv2a-2	131567;2;1224;28211;356;41294;374;113395	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. Tv2a-2
Verrucomicrobium_sp_59187	1134055.3	Verrucomicrobium sp. 3C	1134055	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. 3C	131567;2;51290;74201;203494;48461;203557;2735;1134055	cellular organisms;Bacteria;Chlamydiae/Verrucomicrobia group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;Verrucomicrobium sp. 3C
Methylotenera_mobilis_59184	1132855.3	Methylotenera mobilis 13	1132855	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera mobilis	131567;2;1224;28216;206350;32011;359407;359408;1132855	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;Methylotenera mobilis;Methylotenera mobilis 13
Geminocystis_herdmanii_59185	113355.3	Geminocystis herdmanii PCC 6308	113355	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Geminocystis	Geminocystis herdmanii	131567;2;1117;1301283;1118;669357;669359;113355	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Geminocystis;Geminocystis herdmanii;Geminocystis herdmanii PCC 6308
Methylosarcina_fibrata_59182	1132443.3	Methylosarcina fibrata AML-C10	1132443	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosarcina	Methylosarcina fibrata	131567;2;1224;1236;135618;403;160800;105972;1132443	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylosarcina;Methylosarcina fibrata;Methylosarcina fibrata AML-C10
Rhizobium_sp_59183	1132836.3	Rhizobium sp. CCGE 510	1132836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. CCGE 510	131567;2;1224;28211;356;82115;227290;379;1132836	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium sp. CCGE 510
Methylobacterium_sp_59180	1131813.3	Methylobacterium sp. 88A	1131813	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 88A	131567;2;1224;28211;356;119045;407;1131813	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium sp. 88A
Arthrobacter_sp_59181	1132441.3	Arthrobacter sp. 35W	1132441	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Micrococcaceae	Arthrobacter	Arthrobacter sp. 35W	131567;2;201174;1760;85003;2037;85006;1268;1663;1132441	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter;Arthrobacter sp. 35W
Bacillus_sp_59188	1134413.3	Bacillus sp. L1(2012)	1134413	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. L1(2012)	131567;2;1239;91061;1385;186817;1386;1134413	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. L1(2012)
Streptomyces_somaliensis_59189	1134445.3	Streptomyces somaliensis DSM 40738	1134445	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces somaliensis	131567;2;201174;1760;85003;2037;85011;2062;1883;78355;1134445	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces somaliensis;Streptomyces somaliensis DSM 40738
Bifidobacterium_psychraerophilum_47056	218140.3	Bifidobacterium psychraerophilum	218140	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium psychraerophilum	131567;2;201174;1760;85003;85004;31953;1678;218140	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium psychraerophilum
Helicobacter_pylori_59238	1145112.3	Helicobacter pylori R32b	1145112	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;1145112	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori R32b
Helicobacter_pylori_59239	1145113.3	Helicobacter pylori R036d	1145113	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;1145113	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori R036d
Bradyrhizobium_sp_59234	1144344.3	Bradyrhizobium sp. YR681	1144344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. YR681	131567;2;1224;28211;356;41294;374;1144344	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium sp. YR681
Acinetobacter_sp_59235	1144670.3	Acinetobacter sp. CIP 51.11	1144670	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. CIP 51.11	131567;2;1224;1236;72274;468;469;1144670	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. CIP 51.11
Rickettsia_helvetica_59236	1144888.4	Rickettsia helvetica C9P9	1144888	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia helvetica	131567;2;1224;28211;766;775;33988;780;114277;35789;1144888	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;spotted fever group;Rickettsia helvetica;Rickettsia helvetica C9P9
Pelagibacter_ubique_59237	1144932.3	Candidatus Pelagibacter ubique HIMB058	1144932	Bacteria	Proteobacteria	Alphaproteobacteria			Candidatus Pelagibacter	Candidatus Pelagibacter ubique	131567;2;1224;28211;82117;54526;198251;198252;1144932	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR11 cluster;Candidatus Pelagibacter;Candidatus Pelagibacter ubique;Candidatus Pelagibacter ubique HIMB058
Pseudomonas_sp_59230	1144340.3	Pseudomonas sp. GM84	1144340	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. GM84	131567;2;1224;1236;72274;135621;286;1144340	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. GM84
Pantoea_sp_59231	1144341.3	Pantoea sp. YR343	1144341	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. YR343	131567;2;1224;1236;91347;543;53335;1144341	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Pantoea sp. YR343
Herbaspirillum_sp_59232	1144342.3	Herbaspirillum sp. YR522	1144342	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. YR522	131567;2;1224;28216;80840;75682;963;1144342	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. YR522
Phyllobacterium_sp_59233	1144343.3	Phyllobacterium sp. YR531	1144343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium sp. YR531	131567;2;1224;28211;356;69277;28100;1144343	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium sp. YR531
Staphylococcus_massiliensis_50831	1189613.3	Staphylococcus massiliensis CCUG 55927	1189613	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus massiliensis	131567;2;1239;91061;1385;90964;1279;555791;1189613	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus massiliensis;Staphylococcus massiliensis CCUG 55927
Helicobacter_pylori_50836	992099.3	Helicobacter pylori Hp P-2b	992099	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	131567;2;1224;68525;29547;213849;72293;209;210;992099	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori;Helicobacter pylori Hp P-2b
Prevotella_amnii_56408	1236496.3	Prevotella amnii JCM 14753	1236496								131567;2;68336;976;200643;171549;171552;838;419005;1122979	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella amnii;Prevotella amnii DSM 23384 = JCM 14753
Legionella_sp_58380	1034944.4	Legionella sp. LegM	1034944	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella tunisiensis	131567;2;1224;1236;118969;444;445;1034944	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella tunisiensis
Bifidobacterium_choerinum_46095	1121107.3	Bifidobacterium choerinum DSM 20434	1121107	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium choerinum	131567;2;201174;1760;85003;85004;31953;1678;35760;1121107	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium choerinum;Bifidobacterium choerinum DSM 20434
Pseudomonas_pseudoalcaligenes_57759	1182590.4	Pseudomonas pseudoalcaligenes CECT 5344	1182590	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas pseudoalcaligenes	131567;2;1224;1236;72274;135621;286;136841;1232139;330;1182590	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas oleovorans/pseudoalcaligenes group;Pseudomonas pseudoalcaligenes;Pseudomonas pseudoalcaligenes CECT 5344
Brevundimonas_sp_57758	391600.3	Brevundimonas sp. BAL3	391600	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. BAL3	131567;2;1224;28211;204458;76892;41275;391600	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas sp. BAL3
Prevotella_oralis_57209	873533.3	Prevotella oralis ATCC 33269	873533	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oralis	131567;2;68336;976;200643;171549;171552;838;28134;873533	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oralis;Prevotella oralis ATCC 33269
Bifidobacterium_pseudocatenulatum_57754	547043.6	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200	547043	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	131567;2;201174;1760;85003;85004;31953;1678;28026;547043	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum;Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
Aeromonas_diversa_43116	502790.3	Aeromonas diversa CECT 4254	502790	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas diversa	131567;2;1224;1236;135624;84642;642;502790	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas diversa
Streptococcus_sp_57750	1156433.3	Streptococcus sp. I-P16	1156433	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. I-P16	131567;2;1239;91061;186826;1300;1301;1156433	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp. I-P16
Xylella_fastidiosa_57753	788929.3	Xylella fastidiosa subsp. fastidiosa GB514	788929	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa subsp. fastidiosa	131567;2;1224;1236;135614;32033;2370;2371;644356;788929	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xylella;Xylella fastidiosa;Xylella fastidiosa subsp. fastidiosa;Xylella fastidiosa subsp. fastidiosa GB514
Haemophilus_influenzae_58001	727.296	Haemophilus influenzae Hi359	727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	131567;2;1224;1236;135625;712;724;727	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae
Fusobacterium_periodonticum_58002	469599.8	Fusobacterium periodonticum 2_1_31	469599	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	131567;2;32066;203490;203491;203492;848;860;469599	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum;Fusobacterium periodonticum 2_1_31
Geomicrobium_sp_58004	1460635.3	Geomicrobium sp. JCM 19038	1460635	Bacteria	Firmicutes	Bacilli	Bacillales			Geomicrobium sp. JCM 19038	131567;2;1239;91061;1385;186825;767528;1460635	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;unclassified Bacillales;Geomicrobium;Geomicrobium sp. JCM 19038
Streptomyces_flaveolus_58007	1463849.3	Streptomyces sp. NRRL F-3307	1463849	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptomyces	Streptomyces sp. NRRL F-3307	131567;2;201174;1760;85003;2037;85011;2062;1883;1463849	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptomyces;Streptomyces sp. NRRL F-3307
Lachnospiraceae_bacterium_60438	1410622.3	Lachnospiraceae bacterium C6A11	1410622	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium C6A11	131567;2;1239;186801;186802;186803;186928;1410622	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium C6A11
Lachnospiraceae_bacterium_60439	1410624.3	Lachnospiraceae bacterium FE2018	1410624	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium FE2018	131567;2;1239;186801;186802;186803;186928;1410624	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium FE2018
Oribacterium_sp_60432	1410612.3	Oribacterium sp. P6A1	1410612	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sp. P6A1	131567;2;1239;186801;186802;186803;265975;1410612	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;Oribacterium sp. P6A1
Pseudobutyrivibrio_sp_60433	1410616.3	Pseudobutyrivibrio sp. MD2005	1410616	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio sp. MD2005	131567;2;1239;186801;186802;186803;46205;1410616	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio sp. MD2005
Treponema_sp_60430	1410609.3	Treponema sp. C6A8	1410609	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. C6A8	131567;2;203691;203692;136;137;157;1410609	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema sp. C6A8
Butyrivibrio_sp_60431	1410610.3	Butyrivibrio sp. NC2002	1410610	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp. NC2002	131567;2;1239;186801;186802;186803;830;1410610	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. NC2002
Serratia_sp_60436	1410619.3	Serratia sp. DD3	1410619	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia sp. DD3	131567;2;1224;1236;91347;543;613;1410619	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;Serratia sp. DD3
Lachnospiraceae_bacterium_60437	1410621.3	Lachnospiraceae bacterium AD3010	1410621	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium AD3010	131567;2;1239;186801;186802;186803;186928;1410621	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium AD3010
Ruminococcus_sp_60434	1410617.3	Ruminococcus sp. FC2018	1410617	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. FC2018	131567;2;1239;186801;186802;541000;1263;1410617	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. FC2018
Selenomonas_sp_60435	1410618.3	Selenomonas sp. ND2010	1410618	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp. ND2010	131567;2;1239;909932;909929;31977;970;1410618	cellular organisms;Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sp. ND2010
Alpha_proteobacterium_62342	859653.3	alpha proteobacterium HIMB5	859653	Bacteria	Proteobacteria	Alphaproteobacteria				alpha proteobacterium HIMB5	131567;2;1224;28211;82117;54526;859653	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR11 cluster;alpha proteobacterium HIMB5
