sample subject hh timepoint species_id relative_abundance totalReads speciesStatusColonizationAllTimepoints timeOfColonizationAllTimepoints strainTurnover timeOfStrainTurnover
XBA-705 XBA XB 705 Enterobacter_cloacae_57303 0 14390 followup 134 NA NA
XBA-705 XBA XB 705 Erysipelotrichaceae_bacterium_55770 0 14390 followup 106 NA NA
XBA-705 XBA XB 705 Erysipelotrichaceae_bacterium_59516 0 14390 followup 388 NA NA
XBA-705 XBA XB 705 Guyana_massiliensis_60772 0.00772453292194 14390 speciesNotColonized NA TRUE 557
XBA-705 XBA XB 705 Klebsiella_pneumoniae_57337 0 14390 followup 240 NA NA
XBA-705 XBA XB 705 Lachnospiraceae_bacterium_51870 0 14390 followup 898 NA NA
XBA-705 XBA XB 705 Lachnospiraceae_bacterium_56275 0.000561636837898 14390 followup 374 NA NA
XBA-705 XBA XB 705 Prevotella_oris_57058 0 14390 post-abx 47 NA NA
XBA-705 XBA XB 705 Roseburia_intestinalis_56239 0.00620399713522 14390 speciesNotColonized NA TRUE 351
XBA-705 XBA XB 705 Streptococcus_gallolyticus_57748 0 14390 post-abx 49 NA NA
XBA-706 XBA XB 706 Bifidobacterium_animalis_58116 0 6961 followup 415 NA NA
XBA-706 XBA XB 706 Bifidobacterium_scardovii_44511 0.00010772853516 6961 followup 653 NA NA
XBA-706 XBA XB 706 Blautia_producta_61268 0.000267091946092 6961 followup 106 NA NA
XBA-706 XBA XB 706 Butyricicoccus_pullicaecorum_59455 0.000146340148752 6961 followup 358 NA NA
XBA-706 XBA XB 706 Citrobacter_amalonaticus_54491 0 6961 followup 134 NA NA
XBA-706 XBA XB 706 Citrobacter_freundii_56148 0 6961 post-abx 44 NA NA
XBA-706 XBA XB 706 Citrobacter_sp_60882 0 6961 post-abx 44 NA NA
XBA-706 XBA XB 706 Clostridiales_bacterium_43336 0.00093846694351 6961 post-abx 58 NA NA
XBA-706 XBA XB 706 Clostridiales_bacterium_56470 0.0004177744889 6961 speciesNotColonized NA TRUE 134
XBA-706 XBA XB 706 Clostridiales_bacterium_58120 0 6961 followup 907 NA NA
XBA-706 XBA XB 706 Clostridiales_bacterium_61057 0.0142530465356 6961 speciesNotColonized NA TRUE 36
XBA-706 XBA XB 706 Clostridium_citroniae_62210 0.000561055441864 6961 followup 754 NA NA
XBA-706 XBA XB 706 Clostridium_lentocellum_62000 0 6961 followup 374 NA NA
XBA-706 XBA XB 706 Clostridium_nexile_61654 0 6961 post-abx 64 NA NA
XBA-706 XBA XB 706 Clostridium_paraputrificum_59909 0 6961 post-abx 39 NA NA
XBA-706 XBA XB 706 Clostridium_sp_61556 0 6961 post-abx 40 NA NA
XBA-706 XBA XB 706 Clostridium_spiroforme_61500 0.000305513132346 6961 post-abx 40 NA NA
XBA-706 XBA XB 706 Clostridium_symbiosum_54029 0.00111201703134 6961 post-abx 64 NA NA
XBA-706 XBA XB 706 Dialister_invisus_61905 0.0026827805578 6961 post-abx 42 NA NA
XBA-706 XBA XB 706 Dorea_longicatena_61473 0.00201728922336 6961 followup 388 NA NA
XBA-706 XBA XB 706 Enterobacter_cloacae_57303 0 6961 followup 134 NA NA
XBA-706 XBA XB 706 Erysipelotrichaceae_bacterium_55770 0 6961 followup 106 NA NA
XBA-706 XBA XB 706 Erysipelotrichaceae_bacterium_59516 0 6961 followup 388 NA NA
XBA-706 XBA XB 706 Guyana_massiliensis_60772 0.00665829201101 6961 speciesNotColonized NA TRUE 557
XBA-706 XBA XB 706 Klebsiella_pneumoniae_57337 0 6961 followup 240 NA NA
XBA-706 XBA XB 706 Lachnospiraceae_bacterium_51870 0 6961 followup 898 NA NA
XBA-706 XBA XB 706 Lachnospiraceae_bacterium_56275 0 6961 followup 374 NA NA
XBA-706 XBA XB 706 Prevotella_oris_57058 0 6961 post-abx 47 NA NA
XBA-706 XBA XB 706 Roseburia_intestinalis_56239 0.0095504616341 6961 speciesNotColonized NA TRUE 351
XBA-706 XBA XB 706 Streptococcus_gallolyticus_57748 0 6961 post-abx 49 NA NA
XBA-707 XBA XB 707 Bifidobacterium_animalis_58116 0 12269 followup 415 NA NA
XBA-707 XBA XB 707 Bifidobacterium_scardovii_44511 0.000217179970275 12269 followup 653 NA NA
XBA-707 XBA XB 707 Blautia_producta_61268 0.000159684308262 12269 followup 106 NA NA
XBA-707 XBA XB 707 Butyricicoccus_pullicaecorum_59455 8.19501978044e-05 12269 followup 358 NA NA
XBA-707 XBA XB 707 Citrobacter_amalonaticus_54491 0 12269 followup 134 NA NA
XBA-707 XBA XB 707 Citrobacter_freundii_56148 0 12269 post-abx 44 NA NA
XBA-707 XBA XB 707 Citrobacter_sp_60882 0 12269 post-abx 44 NA NA
XBA-707 XBA XB 707 Clostridiales_bacterium_43336 0.000657949872209 12269 post-abx 58 NA NA
XBA-707 XBA XB 707 Clostridiales_bacterium_56470 0.0023629242773 12269 speciesNotColonized NA TRUE 134
XBA-707 XBA XB 707 Clostridiales_bacterium_58120 0 12269 followup 907 NA NA
XBA-707 XBA XB 707 Clostridiales_bacterium_61057 0.00664536955099 12269 speciesNotColonized NA TRUE 36
XBA-707 XBA XB 707 Clostridium_citroniae_62210 7.89421992145e-05 12269 followup 754 NA NA
XBA-707 XBA XB 707 Clostridium_lentocellum_62000 0 12269 followup 374 NA NA
XBA-707 XBA XB 707 Clostridium_nexile_61654 3.47175099183e-05 12269 post-abx 64 NA NA
XBA-707 XBA XB 707 Clostridium_paraputrificum_59909 0 12269 post-abx 39 NA NA
XBA-707 XBA XB 707 Clostridium_sp_61556 0 12269 post-abx 40 NA NA
XBA-707 XBA XB 707 Clostridium_spiroforme_61500 0.00040376474908 12269 post-abx 40 NA NA
XBA-707 XBA XB 707 Clostridium_symbiosum_54029 0.000628036211819 12269 post-abx 64 NA NA
XBA-707 XBA XB 707 Dialister_invisus_61905 0.00298233758887 12269 post-abx 42 NA NA
XBA-707 XBA XB 707 Dorea_longicatena_61473 0.000868776198899 12269 followup 388 NA NA
XBA-707 XBA XB 707 Enterobacter_cloacae_57303 0 12269 followup 134 NA NA
XBA-707 XBA XB 707 Erysipelotrichaceae_bacterium_55770 0 12269 followup 106 NA NA
XBA-707 XBA XB 707 Erysipelotrichaceae_bacterium_59516 0 12269 followup 388 NA NA
XBA-707 XBA XB 707 Guyana_massiliensis_60772 0.00653049163316 12269 speciesNotColonized NA TRUE 557
XBA-707 XBA XB 707 Klebsiella_pneumoniae_57337 0 12269 followup 240 NA NA
XBA-707 XBA XB 707 Lachnospiraceae_bacterium_51870 0 12269 followup 898 NA NA
XBA-707 XBA XB 707 Lachnospiraceae_bacterium_56275 0 12269 followup 374 NA NA
XBA-707 XBA XB 707 Prevotella_oris_57058 0 12269 post-abx 47 NA NA
XBA-707 XBA XB 707 Roseburia_intestinalis_56239 0.0135735649925 12269 speciesNotColonized NA TRUE 351
XBA-707 XBA XB 707 Streptococcus_gallolyticus_57748 0 12269 post-abx 49 NA NA
XBA-709 XBA XB 709 Bifidobacterium_animalis_58116 0 12365 followup 415 NA NA
XBA-709 XBA XB 709 Bifidobacterium_scardovii_44511 0.00217660183871 12365 followup 653 NA NA
XBA-709 XBA XB 709 Blautia_producta_61268 8.04657274977e-05 12365 followup 106 NA NA
XBA-709 XBA XB 709 Butyricicoccus_pullicaecorum_59455 0 12365 followup 358 NA NA
XBA-709 XBA XB 709 Citrobacter_amalonaticus_54491 0 12365 followup 134 NA NA
XBA-709 XBA XB 709 Citrobacter_freundii_56148 0 12365 post-abx 44 NA NA
XBA-709 XBA XB 709 Citrobacter_sp_60882 0 12365 post-abx 44 NA NA
XBA-709 XBA XB 709 Clostridiales_bacterium_43336 0.000944148289956 12365 post-abx 58 NA NA
XBA-709 XBA XB 709 Clostridiales_bacterium_56470 0.00303134600939 12365 speciesNotColonized NA TRUE 134
XBA-709 XBA XB 709 Clostridiales_bacterium_58120 0 12365 followup 907 NA NA
XBA-709 XBA XB 709 Clostridiales_bacterium_61057 0.0213972749658 12365 speciesNotColonized NA TRUE 36
XBA-709 XBA XB 709 Clostridium_citroniae_62210 0.000473639721804 12365 followup 754 NA NA
XBA-709 XBA XB 709 Clostridium_lentocellum_62000 0 12365 followup 374 NA NA
XBA-709 XBA XB 709 Clostridium_nexile_61654 0 12365 post-abx 64 NA NA
XBA-709 XBA XB 709 Clostridium_paraputrificum_59909 0 12365 post-abx 39 NA NA
XBA-709 XBA XB 709 Clostridium_sp_61556 0 12365 post-abx 40 NA NA
XBA-709 XBA XB 709 Clostridium_spiroforme_61500 0.00012069607118 12365 post-abx 40 NA NA
XBA-709 XBA XB 709 Clostridium_symbiosum_54029 0.000944329043544 12365 post-abx 64 NA NA
XBA-709 XBA XB 709 Dialister_invisus_61905 0.00250478319188 12365 post-abx 42 NA NA
XBA-709 XBA XB 709 Dorea_longicatena_61473 0.00279800150213 12365 followup 388 NA NA
XBA-709 XBA XB 709 Enterobacter_cloacae_57303 0 12365 followup 134 NA NA
XBA-709 XBA XB 709 Erysipelotrichaceae_bacterium_55770 0 12365 followup 106 NA NA
XBA-709 XBA XB 709 Erysipelotrichaceae_bacterium_59516 0 12365 followup 388 NA NA
XBA-709 XBA XB 709 Guyana_massiliensis_60772 0.00378225729155 12365 speciesNotColonized NA TRUE 557
XBA-709 XBA XB 709 Klebsiella_pneumoniae_57337 0 12365 followup 240 NA NA
XBA-709 XBA XB 709 Lachnospiraceae_bacterium_51870 0 12365 followup 898 NA NA
XBA-709 XBA XB 709 Lachnospiraceae_bacterium_56275 0 12365 followup 374 NA NA
XBA-709 XBA XB 709 Prevotella_oris_57058 0 12365 post-abx 47 NA NA
XBA-709 XBA XB 709 Roseburia_intestinalis_56239 0.00186942249903 12365 speciesNotColonized NA TRUE 351
XBA-709 XBA XB 709 Streptococcus_gallolyticus_57748 0.00317922757992 12365 post-abx 49 NA NA
XBA-710 XBA XB 710 Bifidobacterium_animalis_58116 0 15995 followup 415 NA NA
XBA-710 XBA XB 710 Bifidobacterium_scardovii_44511 0.00157450239728 15995 followup 653 NA NA
XBA-710 XBA XB 710 Blautia_producta_61268 0.000472848388941 15995 followup 106 NA NA
XBA-710 XBA XB 710 Butyricicoccus_pullicaecorum_59455 0.000693092297953 15995 followup 358 NA NA
XBA-710 XBA XB 710 Citrobacter_amalonaticus_54491 0 15995 followup 134 NA NA
XBA-710 XBA XB 710 Citrobacter_freundii_56148 0 15995 post-abx 44 NA NA
XBA-710 XBA XB 710 Citrobacter_sp_60882 0 15995 post-abx 44 NA NA
XBA-710 XBA XB 710 Clostridiales_bacterium_43336 0.00185501266216 15995 post-abx 58 NA NA
XBA-710 XBA XB 710 Clostridiales_bacterium_56470 0.00442375280131 15995 speciesNotColonized NA TRUE 134
XBA-710 XBA XB 710 Clostridiales_bacterium_58120 0 15995 followup 907 NA NA
XBA-710 XBA XB 710 Clostridiales_bacterium_61057 0.0306221814328 15995 speciesNotColonized NA TRUE 36
XBA-710 XBA XB 710 Clostridium_citroniae_62210 0.000839831930117 15995 followup 754 NA NA
XBA-710 XBA XB 710 Clostridium_lentocellum_62000 0 15995 followup 374 NA NA
XBA-710 XBA XB 710 Clostridium_nexile_61654 0 15995 post-abx 64 NA NA
XBA-710 XBA XB 710 Clostridium_paraputrificum_59909 0 15995 post-abx 39 NA NA
XBA-710 XBA XB 710 Clostridium_sp_61556 0 15995 post-abx 40 NA NA
XBA-710 XBA XB 710 Clostridium_spiroforme_61500 0.000263403481495 15995 post-abx 40 NA NA
XBA-710 XBA XB 710 Clostridium_symbiosum_54029 0.00144792548204 15995 post-abx 64 NA NA
XBA-710 XBA XB 710 Dialister_invisus_61905 0.0045735202332 15995 post-abx 42 NA NA
XBA-710 XBA XB 710 Dorea_longicatena_61473 0.00416631070922 15995 followup 388 NA NA
XBA-710 XBA XB 710 Enterobacter_cloacae_57303 0 15995 followup 134 NA NA
XBA-710 XBA XB 710 Erysipelotrichaceae_bacterium_55770 5.78550630393e-05 15995 followup 106 NA NA
XBA-710 XBA XB 710 Erysipelotrichaceae_bacterium_59516 0 15995 followup 388 NA NA
XBA-710 XBA XB 710 Guyana_massiliensis_60772 0.00476295688141 15995 speciesNotColonized NA TRUE 557
XBA-710 XBA XB 710 Klebsiella_pneumoniae_57337 0 15995 followup 240 NA NA
XBA-710 XBA XB 710 Lachnospiraceae_bacterium_51870 0 15995 followup 898 NA NA
XBA-710 XBA XB 710 Lachnospiraceae_bacterium_56275 0.000123975135084 15995 followup 374 NA NA
XBA-710 XBA XB 710 Prevotella_oris_57058 0 15995 post-abx 47 NA NA
XBA-710 XBA XB 710 Roseburia_intestinalis_56239 0.00726362706762 15995 speciesNotColonized NA TRUE 351
XBA-710 XBA XB 710 Streptococcus_gallolyticus_57748 0.000923811501395 15995 post-abx 49 NA NA
XBA-712 XBA XB 712 Bifidobacterium_animalis_58116 0 11386 followup 415 NA NA
XBA-712 XBA XB 712 Bifidobacterium_scardovii_44511 0.000547497458364 11386 followup 653 NA NA
XBA-712 XBA XB 712 Blautia_producta_61268 0.000488925493143 11386 followup 106 NA NA
XBA-712 XBA XB 712 Butyricicoccus_pullicaecorum_59455 0.000611518555212 11386 followup 358 NA NA
XBA-712 XBA XB 712 Citrobacter_amalonaticus_54491 0 11386 followup 134 NA NA
XBA-712 XBA XB 712 Citrobacter_freundii_56148 0 11386 post-abx 44 NA NA
XBA-712 XBA XB 712 Citrobacter_sp_60882 0 11386 post-abx 44 NA NA
XBA-712 XBA XB 712 Clostridiales_bacterium_43336 0.000358565289049 11386 post-abx 58 NA NA
XBA-712 XBA XB 712 Clostridiales_bacterium_56470 0.0049275612326 11386 speciesNotColonized NA TRUE 134
XBA-712 XBA XB 712 Clostridiales_bacterium_58120 0 11386 followup 907 NA NA
XBA-712 XBA XB 712 Clostridiales_bacterium_61057 0.01681816733 11386 speciesNotColonized NA TRUE 36
XBA-712 XBA XB 712 Clostridium_citroniae_62210 0.000749264046305 11386 followup 754 NA NA
XBA-712 XBA XB 712 Clostridium_lentocellum_62000 0 11386 followup 374 NA NA
XBA-712 XBA XB 712 Clostridium_nexile_61654 0 11386 post-abx 64 NA NA
XBA-712 XBA XB 712 Clostridium_paraputrificum_59909 0 11386 post-abx 39 NA NA
XBA-712 XBA XB 712 Clostridium_sp_61556 0 11386 post-abx 40 NA NA
XBA-712 XBA XB 712 Clostridium_spiroforme_61500 0.000369333352676 11386 post-abx 40 NA NA
XBA-712 XBA XB 712 Clostridium_symbiosum_54029 0.00137754736337 11386 post-abx 64 NA NA
XBA-712 XBA XB 712 Dialister_invisus_61905 0.023451377773 11386 post-abx 42 NA NA
XBA-712 XBA XB 712 Dorea_longicatena_61473 0.00240153020685 11386 followup 388 NA NA
XBA-712 XBA XB 712 Enterobacter_cloacae_57303 0 11386 followup 134 NA NA
XBA-712 XBA XB 712 Erysipelotrichaceae_bacterium_55770 8.69163764073e-05 11386 followup 106 NA NA
XBA-712 XBA XB 712 Erysipelotrichaceae_bacterium_59516 0 11386 followup 388 NA NA
XBA-712 XBA XB 712 Guyana_massiliensis_60772 0.00811956416288 11386 speciesNotColonized NA TRUE 557
XBA-712 XBA XB 712 Klebsiella_pneumoniae_57337 0 11386 followup 240 NA NA
XBA-712 XBA XB 712 Lachnospiraceae_bacterium_51870 0 11386 followup 898 NA NA
XBA-712 XBA XB 712 Lachnospiraceae_bacterium_56275 0.000304786759935 11386 followup 374 NA NA
XBA-712 XBA XB 712 Prevotella_oris_57058 0 11386 post-abx 47 NA NA
XBA-712 XBA XB 712 Roseburia_intestinalis_56239 0.00826332625548 11386 speciesNotColonized NA TRUE 351
XBA-712 XBA XB 712 Streptococcus_gallolyticus_57748 0.00718414816821 11386 post-abx 49 NA NA
XBA-713 XBA XB 713 Bifidobacterium_animalis_58116 0 13748 followup 415 NA NA
XBA-713 XBA XB 713 Bifidobacterium_scardovii_44511 0.000231461744969 13748 followup 653 NA NA
XBA-713 XBA XB 713 Blautia_producta_61268 0 13748 followup 106 NA NA
XBA-713 XBA XB 713 Butyricicoccus_pullicaecorum_59455 0.000288459909254 13748 followup 358 NA NA
XBA-713 XBA XB 713 Citrobacter_amalonaticus_54491 0 13748 followup 134 NA NA
XBA-713 XBA XB 713 Citrobacter_freundii_56148 0 13748 post-abx 44 NA NA
XBA-713 XBA XB 713 Citrobacter_sp_60882 0 13748 post-abx 44 NA NA
XBA-713 XBA XB 713 Clostridiales_bacterium_43336 0.000696020905558 13748 post-abx 58 NA NA
XBA-713 XBA XB 713 Clostridiales_bacterium_56470 0.000365771488745 13748 speciesNotColonized NA TRUE 134
XBA-713 XBA XB 713 Clostridiales_bacterium_58120 0 13748 followup 907 NA NA
XBA-713 XBA XB 713 Clostridiales_bacterium_61057 0.00694511515982 13748 speciesNotColonized NA TRUE 36
XBA-713 XBA XB 713 Clostridium_citroniae_62210 6.94679824815e-05 13748 followup 754 NA NA
XBA-713 XBA XB 713 Clostridium_lentocellum_62000 0 13748 followup 374 NA NA
XBA-713 XBA XB 713 Clostridium_nexile_61654 0 13748 post-abx 64 NA NA
XBA-713 XBA XB 713 Clostridium_paraputrificum_59909 0 13748 post-abx 39 NA NA
XBA-713 XBA XB 713 Clostridium_sp_61556 0 13748 post-abx 40 NA NA
XBA-713 XBA XB 713 Clostridium_spiroforme_61500 0 13748 post-abx 40 NA NA
XBA-713 XBA XB 713 Clostridium_symbiosum_54029 0.000810540807842 13748 post-abx 64 NA NA
XBA-713 XBA XB 713 Dialister_invisus_61905 0.00273386409907 13748 post-abx 42 NA NA
XBA-713 XBA XB 713 Dorea_longicatena_61473 0.00173920191438 13748 followup 388 NA NA
XBA-713 XBA XB 713 Enterobacter_cloacae_57303 0 13748 followup 134 NA NA
XBA-713 XBA XB 713 Erysipelotrichaceae_bacterium_55770 0 13748 followup 106 NA NA
XBA-713 XBA XB 713 Erysipelotrichaceae_bacterium_59516 0 13748 followup 388 NA NA
XBA-713 XBA XB 713 Guyana_massiliensis_60772 0.00296114777307 13748 speciesNotColonized NA TRUE 557
XBA-713 XBA XB 713 Klebsiella_pneumoniae_57337 0 13748 followup 240 NA NA
XBA-713 XBA XB 713 Lachnospiraceae_bacterium_51870 0 13748 followup 898 NA NA
XBA-713 XBA XB 713 Lachnospiraceae_bacterium_56275 0.000141721237846 13748 followup 374 NA NA
XBA-713 XBA XB 713 Prevotella_oris_57058 0 13748 post-abx 47 NA NA
XBA-713 XBA XB 713 Roseburia_intestinalis_56239 0.00268876414906 13748 speciesNotColonized NA TRUE 351
XBA-713 XBA XB 713 Streptococcus_gallolyticus_57748 0.000426892822076 13748 post-abx 49 NA NA
XBA-714 XBA XB 714 Bifidobacterium_animalis_58116 0 18668 followup 415 NA NA
XBA-714 XBA XB 714 Bifidobacterium_scardovii_44511 0.000583011133458 18668 followup 653 NA NA
XBA-714 XBA XB 714 Blautia_producta_61268 5.3223665413e-05 18668 followup 106 NA NA
XBA-714 XBA XB 714 Butyricicoccus_pullicaecorum_59455 5.53671392275e-05 18668 followup 358 NA NA
XBA-714 XBA XB 714 Citrobacter_amalonaticus_54491 0 18668 followup 134 NA NA
XBA-714 XBA XB 714 Citrobacter_freundii_56148 0 18668 post-abx 44 NA NA
XBA-714 XBA XB 714 Citrobacter_sp_60882 0 18668 post-abx 44 NA NA
XBA-714 XBA XB 714 Clostridiales_bacterium_43336 5.93753780712e-05 18668 post-abx 58 NA NA
XBA-714 XBA XB 714 Clostridiales_bacterium_56470 0.000957335539064 18668 speciesNotColonized NA TRUE 134
XBA-714 XBA XB 714 Clostridiales_bacterium_58120 0 18668 followup 907 NA NA
XBA-714 XBA XB 714 Clostridiales_bacterium_61057 0.0561325353366 18668 speciesNotColonized NA TRUE 36
XBA-714 XBA XB 714 Clostridium_citroniae_62210 0.000372633008569 18668 followup 754 NA NA
XBA-714 XBA XB 714 Clostridium_lentocellum_62000 0 18668 followup 374 NA NA
XBA-714 XBA XB 714 Clostridium_nexile_61654 0 18668 post-abx 64 NA NA
XBA-714 XBA XB 714 Clostridium_paraputrificum_59909 0 18668 post-abx 39 NA NA
XBA-714 XBA XB 714 Clostridium_sp_61556 0 18668 post-abx 40 NA NA
XBA-714 XBA XB 714 Clostridium_spiroforme_61500 0.000997922890421 18668 post-abx 40 NA NA
XBA-714 XBA XB 714 Clostridium_symbiosum_54029 0.000622661107635 18668 post-abx 64 NA NA
XBA-714 XBA XB 714 Dialister_invisus_61905 0.0127459576575 18668 post-abx 42 NA NA
XBA-714 XBA XB 714 Dorea_longicatena_61473 0.0140085843248 18668 followup 388 NA NA
XBA-714 XBA XB 714 Enterobacter_cloacae_57303 0 18668 followup 134 NA NA
XBA-714 XBA XB 714 Erysipelotrichaceae_bacterium_55770 4.71502117843e-05 18668 followup 106 NA NA
XBA-714 XBA XB 714 Erysipelotrichaceae_bacterium_59516 0 18668 followup 388 NA NA
XBA-714 XBA XB 714 Guyana_massiliensis_60772 0.0255718144971 18668 speciesNotColonized NA TRUE 557
XBA-714 XBA XB 714 Klebsiella_pneumoniae_57337 0 18668 followup 240 NA NA
XBA-714 XBA XB 714 Lachnospiraceae_bacterium_51870 0 18668 followup 898 NA NA
XBA-714 XBA XB 714 Lachnospiraceae_bacterium_56275 0.00010772009923 18668 followup 374 NA NA
XBA-714 XBA XB 714 Prevotella_oris_57058 0 18668 post-abx 47 NA NA
XBA-714 XBA XB 714 Roseburia_intestinalis_56239 0.0252632262177 18668 speciesNotColonized NA TRUE 351
XBA-714 XBA XB 714 Streptococcus_gallolyticus_57748 0.00217112920922 18668 post-abx 49 NA NA
XBA-716 XBA XB 716 Bifidobacterium_animalis_58116 0 13099 followup 415 NA NA
XBA-716 XBA XB 716 Bifidobacterium_scardovii_44511 0.000201880603977 13099 followup 653 NA NA
XBA-716 XBA XB 716 Blautia_producta_61268 0 13099 followup 106 NA NA
XBA-716 XBA XB 716 Butyricicoccus_pullicaecorum_59455 0.000225484422009 13099 followup 358 NA NA
XBA-716 XBA XB 716 Citrobacter_amalonaticus_54491 0 13099 followup 134 NA NA
XBA-716 XBA XB 716 Citrobacter_freundii_56148 0 13099 post-abx 44 NA NA
XBA-716 XBA XB 716 Citrobacter_sp_60882 0 13099 post-abx 44 NA NA
XBA-716 XBA XB 716 Clostridiales_bacterium_43336 0.000962875502107 13099 post-abx 58 NA NA
XBA-716 XBA XB 716 Clostridiales_bacterium_56470 0.00161654152456 13099 speciesNotColonized NA TRUE 134
XBA-716 XBA XB 716 Clostridiales_bacterium_58120 0 13099 followup 907 NA NA
XBA-716 XBA XB 716 Clostridiales_bacterium_61057 0.0104160446704 13099 speciesNotColonized NA TRUE 36
XBA-716 XBA XB 716 Clostridium_citroniae_62210 0.000440286427055 13099 followup 754 NA NA
XBA-716 XBA XB 716 Clostridium_lentocellum_62000 0 13099 followup 374 NA NA
XBA-716 XBA XB 716 Clostridium_nexile_61654 0 13099 post-abx 64 NA NA
XBA-716 XBA XB 716 Clostridium_paraputrificum_59909 0 13099 post-abx 39 NA NA
XBA-716 XBA XB 716 Clostridium_sp_61556 0 13099 post-abx 40 NA NA
XBA-716 XBA XB 716 Clostridium_spiroforme_61500 0 13099 post-abx 40 NA NA
XBA-716 XBA XB 716 Clostridium_symbiosum_54029 0.000572443668166 13099 post-abx 64 NA NA
XBA-716 XBA XB 716 Dialister_invisus_61905 0.0202038709512 13099 post-abx 42 NA NA
XBA-716 XBA XB 716 Dorea_longicatena_61473 5.80053702159e-05 13099 followup 388 NA NA
XBA-716 XBA XB 716 Enterobacter_cloacae_57303 0 13099 followup 134 NA NA
XBA-716 XBA XB 716 Erysipelotrichaceae_bacterium_55770 7.48521539706e-05 13099 followup 106 NA NA
XBA-716 XBA XB 716 Erysipelotrichaceae_bacterium_59516 0 13099 followup 388 NA NA
XBA-716 XBA XB 716 Guyana_massiliensis_60772 0.00356819226007 13099 speciesNotColonized NA TRUE 557
XBA-716 XBA XB 716 Klebsiella_pneumoniae_57337 0 13099 followup 240 NA NA
XBA-716 XBA XB 716 Lachnospiraceae_bacterium_51870 0 13099 followup 898 NA NA
XBA-716 XBA XB 716 Lachnospiraceae_bacterium_56275 0.000299408615882 13099 followup 374 NA NA
XBA-716 XBA XB 716 Prevotella_oris_57058 0 13099 post-abx 47 NA NA
XBA-716 XBA XB 716 Roseburia_intestinalis_56239 0.00557881367886 13099 speciesNotColonized NA TRUE 351
XBA-716 XBA XB 716 Streptococcus_gallolyticus_57748 0.000587176428713 13099 post-abx 49 NA NA
XBA-718 XBA XB 718 Bifidobacterium_animalis_58116 0 15457 followup 415 NA NA
XBA-718 XBA XB 718 Bifidobacterium_scardovii_44511 0.000743417762181 15457 followup 653 NA NA
XBA-718 XBA XB 718 Blautia_producta_61268 0.0003743904874 15457 followup 106 NA NA
XBA-718 XBA XB 718 Butyricicoccus_pullicaecorum_59455 0.000196728012674 15457 followup 358 NA NA
XBA-718 XBA XB 718 Citrobacter_amalonaticus_54491 0 15457 followup 134 NA NA
XBA-718 XBA XB 718 Citrobacter_freundii_56148 0 15457 post-abx 44 NA NA
XBA-718 XBA XB 718 Citrobacter_sp_60882 0 15457 post-abx 44 NA NA
XBA-718 XBA XB 718 Clostridiales_bacterium_43336 0.00255039174629 15457 post-abx 58 NA NA
XBA-718 XBA XB 718 Clostridiales_bacterium_56470 0.00229578866649 15457 speciesNotColonized NA TRUE 134
XBA-718 XBA XB 718 Clostridiales_bacterium_58120 0 15457 followup 907 NA NA
XBA-718 XBA XB 718 Clostridiales_bacterium_61057 0.0239882820503 15457 speciesNotColonized NA TRUE 36
XBA-718 XBA XB 718 Clostridium_citroniae_62210 0.000875943795624 15457 followup 754 NA NA
XBA-718 XBA XB 718 Clostridium_lentocellum_62000 0 15457 followup 374 NA NA
XBA-718 XBA XB 718 Clostridium_nexile_61654 0 15457 post-abx 64 NA NA
XBA-718 XBA XB 718 Clostridium_paraputrificum_59909 0 15457 post-abx 39 NA NA
XBA-718 XBA XB 718 Clostridium_sp_61556 0 15457 post-abx 40 NA NA
XBA-718 XBA XB 718 Clostridium_spiroforme_61500 0.00101444743603 15457 post-abx 40 NA NA
XBA-718 XBA XB 718 Clostridium_symbiosum_54029 6.37215224726e-05 15457 post-abx 64 NA NA
XBA-718 XBA XB 718 Dialister_invisus_61905 0.00222711748004 15457 post-abx 42 NA NA
XBA-718 XBA XB 718 Dorea_longicatena_61473 0.00415821995333 15457 followup 388 NA NA
XBA-718 XBA XB 718 Enterobacter_cloacae_57303 0 15457 followup 134 NA NA
XBA-718 XBA XB 718 Erysipelotrichaceae_bacterium_55770 5.45552916751e-05 15457 followup 106 NA NA
XBA-718 XBA XB 718 Erysipelotrichaceae_bacterium_59516 0 15457 followup 388 NA NA
XBA-718 XBA XB 718 Guyana_massiliensis_60772 0.00599864807593 15457 speciesNotColonized NA TRUE 557
XBA-718 XBA XB 718 Klebsiella_pneumoniae_57337 0 15457 followup 240 NA NA
XBA-718 XBA XB 718 Lachnospiraceae_bacterium_51870 0 15457 followup 898 NA NA
XBA-718 XBA XB 718 Lachnospiraceae_bacterium_56275 0.000126722921608 15457 followup 374 NA NA
XBA-718 XBA XB 718 Prevotella_oris_57058 0 15457 post-abx 47 NA NA
XBA-718 XBA XB 718 Roseburia_intestinalis_56239 0.0026852309368 15457 speciesNotColonized NA TRUE 351
XBA-718 XBA XB 718 Streptococcus_gallolyticus_57748 6.49138170719e-05 15457 post-abx 49 NA NA
XBA-722 XBA XB 722 Bifidobacterium_animalis_58116 0 11283 followup 415 NA NA
XBA-722 XBA XB 722 Bifidobacterium_scardovii_44511 0.00108184606542 11283 followup 653 NA NA
XBA-722 XBA XB 722 Blautia_producta_61268 8.7475177141e-05 11283 followup 106 NA NA
XBA-722 XBA XB 722 Butyricicoccus_pullicaecorum_59455 8.97847527751e-05 11283 followup 358 NA NA
